title,name,value
10.3.2016,6 kk (tod.pv/360),"-0,141"
10.3.2016,12 kk (tod.pv/360),"-0,025"
9.3.2016,Eonia (tod.pv/360),"-0,236"
9.3.2016,1 kk (tod.pv/360),"-0,291"
9.3.2016,3 kk (tod.pv/360),"-0,224"
9.3.2016,6 kk (tod.pv/360),"-0,139"
9.3.2016,12 kk (tod.pv/360),"-0,023"
8.3.2016,Eonia (tod.pv/360),"-0,234"
8.3.2016,1 kk (tod.pv/360),"-0,287"
8.3.2016,3 kk (tod.pv/360),"-0,221"
8.3.2016,6 kk (tod.pv/360),"-0,138"
8.3.2016,12 kk (tod.pv/360),"-0,025"
7.3.2016,Eonia (tod.pv/360),"-0,239"
7.3.2016,1 kk (tod.pv/360),"-0,285"
7.3.2016,3 kk (tod.pv/360),"-0,216"
7.3.2016,6 kk (tod.pv/360),"-0,136"
7.3.2016,12 kk (tod.pv/360),"-0,024"
4.3.2016,Eonia (tod.pv/360),"-0,236"
4.3.2016,1 kk (tod.pv/360),"-0,281"
4.3.2016,3 kk (tod.pv/360),"-0,215"
4.3.2016,6 kk (tod.pv/360),"-0,136"
4.3.2016,12 kk (tod.pv/360),"-0,028"
3.3.2016,Eonia (tod.pv/360),"-0,238"
3.3.2016,1 kk (tod.pv/360),"-0,276"
3.3.2016,3 kk (tod.pv/360),"-0,213"
3.3.2016,6 kk (tod.pv/360),"-0,135"
3.3.2016,12 kk (tod.pv/360),"-0,025"
2.3.2016,Eonia (tod.pv/360),"-0,234"
2.3.2016,1 kk (tod.pv/360),"-0,273"
2.3.2016,3 kk (tod.pv/360),"-0,208"
2.3.2016,6 kk (tod.pv/360),"-0,134"
2.3.2016,12 kk (tod.pv/360),"-0,024"
1.3.2016,Eonia (tod.pv/360),"-0,238"
1.3.2016,1 kk (tod.pv/360),"-0,270"
1.3.2016,3 kk (tod.pv/360),"-0,207"
1.3.2016,6 kk (tod.pv/360),"-0,135"
1.3.2016,12 kk (tod.pv/360),"-0,026"
29.2.2016,Eonia (tod.pv/360),"-0,227"
29.2.2016,1 kk (tod.pv/360),"-0,265"
29.2.2016,3 kk (tod.pv/360),"-0,205"
29.2.2016,6 kk (tod.pv/360),"-0,134"
29.2.2016,12 kk (tod.pv/360),"-0,024"
26.2.2016,Eonia (tod.pv/360),"-0,243"
26.2.2016,1 kk (tod.pv/360),"-0,264"
26.2.2016,3 kk (tod.pv/360),"-0,202"
26.2.2016,6 kk (tod.pv/360),"-0,129"
26.2.2016,12 kk (tod.pv/360),"-0,017"
25.2.2016,Eonia (tod.pv/360),"-0,249"
25.2.2016,1 kk (tod.pv/360),"-0,262"
25.2.2016,3 kk (tod.pv/360),"-0,201"
25.2.2016,6 kk (tod.pv/360),"-0,128"
25.2.2016,12 kk (tod.pv/360),"-0,015"
24.2.2016,Eonia (tod.pv/360),"-0,247"
24.2.2016,1 kk (tod.pv/360),"-0,262"
24.2.2016,3 kk (tod.pv/360),"-0,201"
24.2.2016,6 kk (tod.pv/360),"-0,128"
24.2.2016,12 kk (tod.pv/360),"-0,015"
23.2.2016,Eonia (tod.pv/360),
23.2.2016,1 kk (tod.pv/360),"-0,261"
23.2.2016,3 kk (tod.pv/360),"-0,200"
23.2.2016,6 kk (tod.pv/360),"-0,125"
23.2.2016,12 kk (tod.pv/360),"-0,016"
22.2.2016,Eonia (tod.pv/360),"-0,242"
22.2.2016,1 kk (tod.pv/360),"-0,258"
22.2.2016,3 kk (tod.pv/360),"-0,199"
22.2.2016,6 kk (tod.pv/360),"-0,126"
22.2.2016,12 kk (tod.pv/360),"-0,018"
19.2.2016,Eonia (tod.pv/360),"-0,243"
19.2.2016,1 kk (tod.pv/360),"-0,255"
19.2.2016,3 kk (tod.pv/360),"-0,198"
19.2.2016,6 kk (tod.pv/360),"-0,125"
19.2.2016,12 kk (tod.pv/360),"-0,017"
18.2.2016,Eonia (tod.pv/360),"-0,244"
18.2.2016,1 kk (tod.pv/360),"-0,253"
18.2.2016,3 kk (tod.pv/360),"-0,195"
18.2.2016,6 kk (tod.pv/360),"-0,124"
18.2.2016,12 kk (tod.pv/360),"-0,014"
17.2.2016,Eonia (tod.pv/360),"-0,244"
17.2.2016,1 kk (tod.pv/360),"-0,249"
17.2.2016,3 kk (tod.pv/360),"-0,189"
17.2.2016,6 kk (tod.pv/360),"-0,121"
17.2.2016,12 kk (tod.pv/360),"-0,011"
16.2.2016,Eonia (tod.pv/360),"-0,242"
16.2.2016,1 kk (tod.pv/360),"-0,245"
16.2.2016,3 kk (tod.pv/360),"-0,187"
16.2.2016,6 kk (tod.pv/360),"-0,120"
16.2.2016,12 kk (tod.pv/360),"-0,012"
15.2.2016,Eonia (tod.pv/360),"-0,243"
15.2.2016,1 kk (tod.pv/360),"-0,241"
15.2.2016,3 kk (tod.pv/360),"-0,183"
15.2.2016,6 kk (tod.pv/360),"-0,116"
15.2.2016,12 kk (tod.pv/360),"-0,008"
12.2.2016,Eonia (tod.pv/360),"-0,240"
12.2.2016,1 kk (tod.pv/360),"-0,240"
12.2.2016,3 kk (tod.pv/360),"-0,183"
12.2.2016,6 kk (tod.pv/360),"-0,116"
12.2.2016,12 kk (tod.pv/360),"-0,009"
11.2.2016,Eonia (tod.pv/360),"-0,239"
11.2.2016,1 kk (tod.pv/360),"-0,239"
11.2.2016,3 kk (tod.pv/360),"-0,179"
11.2.2016,6 kk (tod.pv/360),"-0,112"
11.2.2016,12 kk (tod.pv/360),"-0,006"
10.2.2016,Eonia (tod.pv/360),"-0,237"
10.2.2016,1 kk (tod.pv/360),"-0,238"
10.2.2016,3 kk (tod.pv/360),"-0,175"
10.2.2016,6 kk (tod.pv/360),"-0,111"
10.2.2016,12 kk (tod.pv/360),"-0,001"
9.2.2016,Eonia (tod.pv/360),"-0,237"
9.2.2016,1 kk (tod.pv/360),"-0,237"
9.2.2016,3 kk (tod.pv/360),"-0,171"
9.2.2016,6 kk (tod.pv/360),"-0,109"
9.2.2016,12 kk (tod.pv/360),"-0,004"
8.2.2016,Eonia (tod.pv/360),"-0,242"
8.2.2016,1 kk (tod.pv/360),"-0,235"
8.2.2016,3 kk (tod.pv/360),"-0,169"
8.2.2016,6 kk (tod.pv/360),"-0,107"
8.2.2016,12 kk (tod.pv/360),"-0,005"
5.2.2016,Eonia (tod.pv/360),"-0,236"
5.2.2016,1 kk (tod.pv/360),"-0,234"
5.2.2016,3 kk (tod.pv/360),"-0,167"
5.2.2016,6 kk (tod.pv/360),"-0,104"
5.2.2016,12 kk (tod.pv/360),"-0,002"
4.2.2016,Eonia (tod.pv/360),"-0,231"
4.2.2016,1 kk (tod.pv/360),"-0,234"
4.2.2016,3 kk (tod.pv/360),"-0,166"
4.2.2016,6 kk (tod.pv/360),"-0,102"
4.2.2016,12 kk (tod.pv/360),"0,002"
3.2.2016,Eonia (tod.pv/360),"-0,247"
3.2.2016,1 kk (tod.pv/360),"-0,232"
3.2.2016,3 kk (tod.pv/360),"-0,162"
3.2.2016,6 kk (tod.pv/360),"-0,096"
3.2.2016,12 kk (tod.pv/360),"0,008"
2.2.2016,Eonia (tod.pv/360),"-0,232"
2.2.2016,1 kk (tod.pv/360),"-0,231"
2.2.2016,3 kk (tod.pv/360),"-0,161"
2.2.2016,6 kk (tod.pv/360),"-0,094"
2.2.2016,12 kk (tod.pv/360),"0,009"
1.2.2016,Eonia (tod.pv/360),"-0,237"
1.2.2016,1 kk (tod.pv/360),"-0,232"
1.2.2016,3 kk (tod.pv/360),"-0,162"
1.2.2016,6 kk (tod.pv/360),"-0,094"
1.2.2016,12 kk (tod.pv/360),"0,010"
29.1.2016,Eonia (tod.pv/360),"-0,228"
29.1.2016,1 kk (tod.pv/360),"-0,229"
29.1.2016,3 kk (tod.pv/360),"-0,162"
29.1.2016,6 kk (tod.pv/360),"-0,089"
29.1.2016,12 kk (tod.pv/360),"0,015"
28.1.2016,Eonia (tod.pv/360),"-0,239"
28.1.2016,1 kk (tod.pv/360),"-0,229"
28.1.2016,3 kk (tod.pv/360),"-0,160"
28.1.2016,6 kk (tod.pv/360),"-0,083"
28.1.2016,12 kk (tod.pv/360),"0,022"
27.1.2016,Eonia (tod.pv/360),"-0,237"
27.1.2016,1 kk (tod.pv/360),"-0,231"
27.1.2016,3 kk (tod.pv/360),"-0,159"
27.1.2016,6 kk (tod.pv/360),"-0,082"
27.1.2016,12 kk (tod.pv/360),"0,022"
26.1.2016,Eonia (tod.pv/360),"-0,236"
26.1.2016,1 kk (tod.pv/360),"-0,231"
26.1.2016,3 kk (tod.pv/360),"-0,158"
26.1.2016,6 kk (tod.pv/360),"-0,082"
26.1.2016,12 kk (tod.pv/360),"0,025"
25.1.2016,Eonia (tod.pv/360),"-0,238"
25.1.2016,1 kk (tod.pv/360),"-0,231"
25.1.2016,3 kk (tod.pv/360),"-0,155"
25.1.2016,6 kk (tod.pv/360),"-0,077"
25.1.2016,12 kk (tod.pv/360),"0,028"
22.1.2016,Eonia (tod.pv/360),"-0,241"
22.1.2016,1 kk (tod.pv/360),"-0,231"
22.1.2016,3 kk (tod.pv/360),"-0,152"
22.1.2016,6 kk (tod.pv/360),"-0,074"
22.1.2016,12 kk (tod.pv/360),"0,032"
21.1.2016,Eonia (tod.pv/360),"-0,240"
21.1.2016,1 kk (tod.pv/360),"-0,230"
21.1.2016,3 kk (tod.pv/360),"-0,146"
21.1.2016,6 kk (tod.pv/360),"-0,065"
21.1.2016,12 kk (tod.pv/360),"0,042"
20.1.2016,Eonia (tod.pv/360),"-0,238"
20.1.2016,1 kk (tod.pv/360),"-0,225"
20.1.2016,3 kk (tod.pv/360),"-0,144"
20.1.2016,6 kk (tod.pv/360),"-0,061"
20.1.2016,12 kk (tod.pv/360),"0,045"
19.1.2016,Eonia (tod.pv/360),"-0,239"
19.1.2016,1 kk (tod.pv/360),"-0,222"
19.1.2016,3 kk (tod.pv/360),"-0,143"
19.1.2016,6 kk (tod.pv/360),"-0,056"
19.1.2016,12 kk (tod.pv/360),"0,048"
18.1.2016,Eonia (tod.pv/360),"-0,240"
18.1.2016,1 kk (tod.pv/360),"-0,222"
18.1.2016,3 kk (tod.pv/360),"-0,142"
18.1.2016,6 kk (tod.pv/360),"-0,054"
18.1.2016,12 kk (tod.pv/360),"0,049"
15.1.2016,Eonia (tod.pv/360),"-0,239"
15.1.2016,1 kk (tod.pv/360),"-0,221"
15.1.2016,3 kk (tod.pv/360),"-0,142"
15.1.2016,6 kk (tod.pv/360),"-0,054"
15.1.2016,12 kk (tod.pv/360),"0,049"
14.1.2016,Eonia (tod.pv/360),"-0,240"
14.1.2016,1 kk (tod.pv/360),"-0,221"
14.1.2016,3 kk (tod.pv/360),"-0,143"
14.1.2016,6 kk (tod.pv/360),"-0,053"
14.1.2016,12 kk (tod.pv/360),"0,048"
13.1.2016,Eonia (tod.pv/360),"-0,237"
13.1.2016,1 kk (tod.pv/360),"-0,220"
13.1.2016,3 kk (tod.pv/360),"-0,144"
13.1.2016,6 kk (tod.pv/360),"-0,054"
13.1.2016,12 kk (tod.pv/360),"0,049"
12.1.2016,Eonia (tod.pv/360),"-0,233"
12.1.2016,1 kk (tod.pv/360),"-0,220"
12.1.2016,3 kk (tod.pv/360),"-0,144"
12.1.2016,6 kk (tod.pv/360),"-0,053"
12.1.2016,12 kk (tod.pv/360),"0,048"
11.1.2016,Eonia (tod.pv/360),"-0,236"
11.1.2016,1 kk (tod.pv/360),"-0,219"
11.1.2016,3 kk (tod.pv/360),"-0,143"
11.1.2016,6 kk (tod.pv/360),"-0,052"
11.1.2016,12 kk (tod.pv/360),"0,050"
8.1.2016,Eonia (tod.pv/360),"-0,235"
8.1.2016,1 kk (tod.pv/360),"-0,218"
8.1.2016,3 kk (tod.pv/360),"-0,143"
8.1.2016,6 kk (tod.pv/360),"-0,051"
8.1.2016,12 kk (tod.pv/360),"0,051"
7.1.2016,Eonia (tod.pv/360),"-0,233"
7.1.2016,1 kk (tod.pv/360),"-0,218"
7.1.2016,3 kk (tod.pv/360),"-0,142"
7.1.2016,6 kk (tod.pv/360),"-0,050"
7.1.2016,12 kk (tod.pv/360),"0,051"
6.1.2016,Eonia (tod.pv/360),"-0,253"
6.1.2016,1 kk (tod.pv/360),"-0,214"
6.1.2016,3 kk (tod.pv/360),"-0,136"
6.1.2016,6 kk (tod.pv/360),"-0,044"
6.1.2016,12 kk (tod.pv/360),"0,056"
5.1.2016,Eonia (tod.pv/360),"-0,251"
5.1.2016,1 kk (tod.pv/360),"-0,211"
5.1.2016,3 kk (tod.pv/360),"-0,133"
5.1.2016,6 kk (tod.pv/360),"-0,041"
5.1.2016,12 kk (tod.pv/360),"0,059"
4.1.2016,Eonia (tod.pv/360),"-0,241"
4.1.2016,1 kk (tod.pv/360),"-0,210"
4.1.2016,3 kk (tod.pv/360),"-0,132"
4.1.2016,6 kk (tod.pv/360),"-0,041"
4.1.2016,12 kk (tod.pv/360),"0,058"
1.1.2016,Eonia (tod.pv/360),"-0,127"
1.1.2016,1 kk (tod.pv/360),"-0,205"
1.1.2016,3 kk (tod.pv/360),"-0,131"
1.1.2016,6 kk (tod.pv/360),"-0,040"
1.1.2016,12 kk (tod.pv/360),"0,060"
31.12.2015,Eonia (tod.pv/360),"-0,127"
31.12.2015,1 kk (tod.pv/360),"-0,205"
31.12.2015,3 kk (tod.pv/360),"-0,131"
31.12.2015,6 kk (tod.pv/360),"-0,040"
31.12.2015,12 kk (tod.pv/360),"0,060"
30.12.2015,Eonia (tod.pv/360),"-0,140"
30.12.2015,1 kk (tod.pv/360),"-0,206"
30.12.2015,3 kk (tod.pv/360),"-0,132"
30.12.2015,6 kk (tod.pv/360),"-0,041"
30.12.2015,12 kk (tod.pv/360),"0,059"
29.12.2015,Eonia (tod.pv/360),"-0,223"
29.12.2015,1 kk (tod.pv/360),"-0,202"
29.12.2015,3 kk (tod.pv/360),"-0,132"
29.12.2015,6 kk (tod.pv/360),"-0,042"
29.12.2015,12 kk (tod.pv/360),"0,058"
28.12.2015,Eonia (tod.pv/360),"-0,238"
28.12.2015,1 kk (tod.pv/360),"-0,199"
28.12.2015,3 kk (tod.pv/360),"-0,131"
28.12.2015,6 kk (tod.pv/360),"-0,040"
28.12.2015,12 kk (tod.pv/360),"0,060"
25.12.2015,Eonia (tod.pv/360),"-0,244"
25.12.2015,1 kk (tod.pv/360),"-0,201"
25.12.2015,3 kk (tod.pv/360),"-0,131"
25.12.2015,6 kk (tod.pv/360),"-0,040"
25.12.2015,12 kk (tod.pv/360),"0,060"
24.12.2015,Eonia (tod.pv/360),"-0,244"
24.12.2015,1 kk (tod.pv/360),"-0,201"
24.12.2015,3 kk (tod.pv/360),"-0,131"
24.12.2015,6 kk (tod.pv/360),"-0,040"
24.12.2015,12 kk (tod.pv/360),"0,060"
23.12.2015,Eonia (tod.pv/360),"-0,234"
23.12.2015,1 kk (tod.pv/360),"-0,201"
23.12.2015,3 kk (tod.pv/360),"-0,131"
23.12.2015,6 kk (tod.pv/360),"-0,041"
23.12.2015,12 kk (tod.pv/360),"0,061"
22.12.2015,Eonia (tod.pv/360),"-0,231"
22.12.2015,1 kk (tod.pv/360),"-0,201"
22.12.2015,3 kk (tod.pv/360),"-0,131"
22.12.2015,6 kk (tod.pv/360),"-0,041"
22.12.2015,12 kk (tod.pv/360),"0,060"
21.12.2015,Eonia (tod.pv/360),"-0,231"
21.12.2015,1 kk (tod.pv/360),"-0,200"
21.12.2015,3 kk (tod.pv/360),"-0,130"
21.12.2015,6 kk (tod.pv/360),"-0,041"
21.12.2015,12 kk (tod.pv/360),"0,061"
18.12.2015,Eonia (tod.pv/360),"-0,237"
18.12.2015,1 kk (tod.pv/360),"-0,199"
18.12.2015,3 kk (tod.pv/360),"-0,131"
18.12.2015,6 kk (tod.pv/360),"-0,041"
18.12.2015,12 kk (tod.pv/360),"0,058"
17.12.2015,Eonia (tod.pv/360),"-0,238"
17.12.2015,1 kk (tod.pv/360),"-0,198"
17.12.2015,3 kk (tod.pv/360),"-0,133"
17.12.2015,6 kk (tod.pv/360),"-0,041"
17.12.2015,12 kk (tod.pv/360),"0,059"
16.12.2015,Eonia (tod.pv/360),"-0,241"
16.12.2015,1 kk (tod.pv/360),"-0,196"
16.12.2015,3 kk (tod.pv/360),"-0,133"
16.12.2015,6 kk (tod.pv/360),"-0,041"
16.12.2015,12 kk (tod.pv/360),"0,059"
15.12.2015,Eonia (tod.pv/360),"-0,239"
15.12.2015,1 kk (tod.pv/360),"-0,194"
15.12.2015,3 kk (tod.pv/360),"-0,132"
15.12.2015,6 kk (tod.pv/360),"-0,041"
15.12.2015,12 kk (tod.pv/360),"0,060"
14.12.2015,Eonia (tod.pv/360),"-0,230"
14.12.2015,1 kk (tod.pv/360),"-0,191"
14.12.2015,3 kk (tod.pv/360),"-0,129"
14.12.2015,6 kk (tod.pv/360),"-0,039"
14.12.2015,12 kk (tod.pv/360),"0,060"
11.12.2015,Eonia (tod.pv/360),"-0,231"
11.12.2015,1 kk (tod.pv/360),"-0,189"
11.12.2015,3 kk (tod.pv/360),"-0,128"
11.12.2015,6 kk (tod.pv/360),"-0,038"
11.12.2015,12 kk (tod.pv/360),"0,063"
10.12.2015,Eonia (tod.pv/360),"-0,232"
10.12.2015,1 kk (tod.pv/360),"-0,186"
10.12.2015,3 kk (tod.pv/360),"-0,125"
10.12.2015,6 kk (tod.pv/360),"-0,036"
10.12.2015,12 kk (tod.pv/360),"0,064"
9.12.2015,Eonia (tod.pv/360),"-0,235"
9.12.2015,1 kk (tod.pv/360),"-0,181"
9.12.2015,3 kk (tod.pv/360),"-0,119"
9.12.2015,6 kk (tod.pv/360),"-0,034"
9.12.2015,12 kk (tod.pv/360),"0,066"
8.12.2015,Eonia (tod.pv/360),"-0,147"
8.12.2015,1 kk (tod.pv/360),"-0,178"
8.12.2015,3 kk (tod.pv/360),"-0,116"
8.12.2015,6 kk (tod.pv/360),"-0,033"
8.12.2015,12 kk (tod.pv/360),"0,067"
7.12.2015,Eonia (tod.pv/360),"-0,142"
7.12.2015,1 kk (tod.pv/360),"-0,175"
7.12.2015,3 kk (tod.pv/360),"-0,113"
7.12.2015,6 kk (tod.pv/360),"-0,031"
7.12.2015,12 kk (tod.pv/360),"0,066"
4.12.2015,Eonia (tod.pv/360),"-0,138"
4.12.2015,1 kk (tod.pv/360),"-0,171"
4.12.2015,3 kk (tod.pv/360),"-0,113"
4.12.2015,6 kk (tod.pv/360),"-0,030"
4.12.2015,12 kk (tod.pv/360),"0,068"
3.12.2015,Eonia (tod.pv/360),"-0,136"
3.12.2015,1 kk (tod.pv/360),"-0,171"
3.12.2015,3 kk (tod.pv/360),"-0,124"
3.12.2015,6 kk (tod.pv/360),"-0,051"
3.12.2015,12 kk (tod.pv/360),"0,039"
2.12.2015,Eonia (tod.pv/360),"-0,132"
2.12.2015,1 kk (tod.pv/360),"-0,164"
2.12.2015,3 kk (tod.pv/360),"-0,118"
2.12.2015,6 kk (tod.pv/360),"-0,048"
2.12.2015,12 kk (tod.pv/360),"0,043"
1.12.2015,Eonia (tod.pv/360),"-0,131"
1.12.2015,1 kk (tod.pv/360),"-0,161"
1.12.2015,3 kk (tod.pv/360),"-0,116"
1.12.2015,6 kk (tod.pv/360),"-0,045"
1.12.2015,12 kk (tod.pv/360),"0,045"
30.11.2015,Eonia (tod.pv/360),"-0,127"
30.11.2015,1 kk (tod.pv/360),"-0,161"
30.11.2015,3 kk (tod.pv/360),"-0,114"
30.11.2015,6 kk (tod.pv/360),"-0,043"
30.11.2015,12 kk (tod.pv/360),"0,048"
27.11.2015,Eonia (tod.pv/360),"-0,138"
27.11.2015,1 kk (tod.pv/360),"-0,160"
27.11.2015,3 kk (tod.pv/360),"-0,113"
27.11.2015,6 kk (tod.pv/360),"-0,040"
27.11.2015,12 kk (tod.pv/360),"0,048"
26.11.2015,Eonia (tod.pv/360),"-0,139"
26.11.2015,1 kk (tod.pv/360),"-0,161"
26.11.2015,3 kk (tod.pv/360),"-0,109"
26.11.2015,6 kk (tod.pv/360),"-0,039"
26.11.2015,12 kk (tod.pv/360),"0,053"
25.11.2015,Eonia (tod.pv/360),"-0,134"
25.11.2015,1 kk (tod.pv/360),"-0,156"
25.11.2015,3 kk (tod.pv/360),"-0,104"
25.11.2015,6 kk (tod.pv/360),"-0,031"
25.11.2015,12 kk (tod.pv/360),"0,060"
24.11.2015,Eonia (tod.pv/360),"-0,139"
24.11.2015,1 kk (tod.pv/360),"-0,157"
24.11.2015,3 kk (tod.pv/360),"-0,104"
24.11.2015,6 kk (tod.pv/360),"-0,033"
24.11.2015,12 kk (tod.pv/360),"0,058"
23.11.2015,Eonia (tod.pv/360),"-0,138"
23.11.2015,1 kk (tod.pv/360),"-0,155"
23.11.2015,3 kk (tod.pv/360),"-0,099"
23.11.2015,6 kk (tod.pv/360),"-0,030"
23.11.2015,12 kk (tod.pv/360),"0,062"
20.11.2015,Eonia (tod.pv/360),"-0,133"
20.11.2015,1 kk (tod.pv/360),"-0,151"
20.11.2015,3 kk (tod.pv/360),"-0,095"
20.11.2015,6 kk (tod.pv/360),"-0,024"
20.11.2015,12 kk (tod.pv/360),"0,068"
19.11.2015,Eonia (tod.pv/360),"-0,137"
19.11.2015,1 kk (tod.pv/360),"-0,149"
19.11.2015,3 kk (tod.pv/360),"-0,092"
19.11.2015,6 kk (tod.pv/360),"-0,019"
19.11.2015,12 kk (tod.pv/360),"0,074"
18.11.2015,Eonia (tod.pv/360),"-0,129"
18.11.2015,1 kk (tod.pv/360),"-0,146"
18.11.2015,3 kk (tod.pv/360),"-0,092"
18.11.2015,6 kk (tod.pv/360),"-0,015"
18.11.2015,12 kk (tod.pv/360),"0,076"
17.11.2015,Eonia (tod.pv/360),"-0,131"
17.11.2015,1 kk (tod.pv/360),"-0,144"
17.11.2015,3 kk (tod.pv/360),"-0,091"
17.11.2015,6 kk (tod.pv/360),"-0,015"
17.11.2015,12 kk (tod.pv/360),"0,076"
16.11.2015,Eonia (tod.pv/360),"-0,138"
16.11.2015,1 kk (tod.pv/360),"-0,139"
16.11.2015,3 kk (tod.pv/360),"-0,086"
16.11.2015,6 kk (tod.pv/360),"-0,013"
16.11.2015,12 kk (tod.pv/360),"0,077"
13.11.2015,Eonia (tod.pv/360),"-0,132"
13.11.2015,1 kk (tod.pv/360),"-0,137"
13.11.2015,3 kk (tod.pv/360),"-0,083"
13.11.2015,6 kk (tod.pv/360),"-0,011"
13.11.2015,12 kk (tod.pv/360),"0,082"
12.11.2015,Eonia (tod.pv/360),"-0,138"
12.11.2015,1 kk (tod.pv/360),"-0,136"
12.11.2015,3 kk (tod.pv/360),"-0,081"
12.11.2015,6 kk (tod.pv/360),"-0,011"
12.11.2015,12 kk (tod.pv/360),"0,084"
11.11.2015,Eonia (tod.pv/360),"-0,131"
11.11.2015,1 kk (tod.pv/360),"-0,132"
11.11.2015,3 kk (tod.pv/360),"-0,079"
11.11.2015,6 kk (tod.pv/360),"-0,006"
11.11.2015,12 kk (tod.pv/360),"0,089"
10.11.2015,Eonia (tod.pv/360),"-0,139"
10.11.2015,1 kk (tod.pv/360),"-0,129"
10.11.2015,3 kk (tod.pv/360),"-0,077"
10.11.2015,6 kk (tod.pv/360),"-0,004"
10.11.2015,12 kk (tod.pv/360),"0,091"
9.11.2015,Eonia (tod.pv/360),"-0,145"
9.11.2015,1 kk (tod.pv/360),"-0,125"
9.11.2015,3 kk (tod.pv/360),"-0,073"
9.11.2015,6 kk (tod.pv/360),"0,001"
9.11.2015,12 kk (tod.pv/360),"0,101"
6.11.2015,Eonia (tod.pv/360),"-0,138"
6.11.2015,1 kk (tod.pv/360),"-0,124"
6.11.2015,3 kk (tod.pv/360),"-0,073"
6.11.2015,6 kk (tod.pv/360),"-0,002"
6.11.2015,12 kk (tod.pv/360),"0,096"
5.11.2015,Eonia (tod.pv/360),"-0,129"
5.11.2015,1 kk (tod.pv/360),"-0,123"
5.11.2015,3 kk (tod.pv/360),"-0,071"
5.11.2015,6 kk (tod.pv/360),"0,001"
5.11.2015,12 kk (tod.pv/360),"0,098"
4.11.2015,Eonia (tod.pv/360),"-0,130"
4.11.2015,1 kk (tod.pv/360),"-0,122"
4.11.2015,3 kk (tod.pv/360),"-0,069"
4.11.2015,6 kk (tod.pv/360),"0,000"
4.11.2015,12 kk (tod.pv/360),"0,101"
3.11.2015,Eonia (tod.pv/360),"-0,134"
3.11.2015,1 kk (tod.pv/360),"-0,121"
3.11.2015,3 kk (tod.pv/360),"-0,069"
3.11.2015,6 kk (tod.pv/360),"0,003"
3.11.2015,12 kk (tod.pv/360),"0,106"
2.11.2015,Eonia (tod.pv/360),"-0,129"
2.11.2015,1 kk (tod.pv/360),"-0,119"
2.11.2015,3 kk (tod.pv/360),"-0,066"
2.11.2015,6 kk (tod.pv/360),"0,007"
2.11.2015,12 kk (tod.pv/360),"0,109"
30.10.2015,Eonia (tod.pv/360),"-0,129"
30.10.2015,1 kk (tod.pv/360),"-0,119"
30.10.2015,3 kk (tod.pv/360),"-0,068"
30.10.2015,6 kk (tod.pv/360),"0,006"
30.10.2015,12 kk (tod.pv/360),"0,107"
29.10.2015,Eonia (tod.pv/360),"-0,143"
29.10.2015,1 kk (tod.pv/360),"-0,119"
29.10.2015,3 kk (tod.pv/360),"-0,068"
29.10.2015,6 kk (tod.pv/360),"0,004"
29.10.2015,12 kk (tod.pv/360),"0,104"
28.10.2015,Eonia (tod.pv/360),"-0,145"
28.10.2015,1 kk (tod.pv/360),"-0,119"
28.10.2015,3 kk (tod.pv/360),"-0,067"
28.10.2015,6 kk (tod.pv/360),"0,006"
28.10.2015,12 kk (tod.pv/360),"0,104"
27.10.2015,Eonia (tod.pv/360),"-0,137"
27.10.2015,1 kk (tod.pv/360),"-0,119"
27.10.2015,3 kk (tod.pv/360),"-0,066"
27.10.2015,6 kk (tod.pv/360),"0,008"
27.10.2015,12 kk (tod.pv/360),"0,108"
26.10.2015,Eonia (tod.pv/360),"-0,144"
26.10.2015,1 kk (tod.pv/360),"-0,119"
26.10.2015,3 kk (tod.pv/360),"-0,064"
26.10.2015,6 kk (tod.pv/360),"0,008"
26.10.2015,12 kk (tod.pv/360),"0,110"
23.10.2015,Eonia (tod.pv/360),"-0,134"
23.10.2015,1 kk (tod.pv/360),"-0,119"
23.10.2015,3 kk (tod.pv/360),"-0,061"
23.10.2015,6 kk (tod.pv/360),"0,010"
23.10.2015,12 kk (tod.pv/360),"0,114"
22.10.2015,Eonia (tod.pv/360),"-0,139"
22.10.2015,1 kk (tod.pv/360),"-0,118"
22.10.2015,3 kk (tod.pv/360),"-0,053"
22.10.2015,6 kk (tod.pv/360),"0,019"
22.10.2015,12 kk (tod.pv/360),"0,129"
21.10.2015,Eonia (tod.pv/360),"-0,136"
21.10.2015,1 kk (tod.pv/360),"-0,118"
21.10.2015,3 kk (tod.pv/360),"-0,053"
21.10.2015,6 kk (tod.pv/360),"0,019"
21.10.2015,12 kk (tod.pv/360),"0,130"
20.10.2015,Eonia (tod.pv/360),"-0,139"
20.10.2015,1 kk (tod.pv/360),"-0,117"
20.10.2015,3 kk (tod.pv/360),"-0,053"
20.10.2015,6 kk (tod.pv/360),"0,018"
20.10.2015,12 kk (tod.pv/360),"0,129"
19.10.2015,Eonia (tod.pv/360),"-0,142"
19.10.2015,1 kk (tod.pv/360),"-0,117"
19.10.2015,3 kk (tod.pv/360),"-0,054"
19.10.2015,6 kk (tod.pv/360),"0,019"
19.10.2015,12 kk (tod.pv/360),"0,128"
16.10.2015,Eonia (tod.pv/360),"-0,142"
16.10.2015,1 kk (tod.pv/360),"-0,116"
16.10.2015,3 kk (tod.pv/360),"-0,051"
16.10.2015,6 kk (tod.pv/360),"0,021"
16.10.2015,12 kk (tod.pv/360),"0,129"
