title,name,value
23.1.2014,1 kk (tod.pv/360),"0,240"
23.1.2014,3 kk (tod.pv/360),"0,300"
23.1.2014,6 kk (tod.pv/360),"0,404"
23.1.2014,12 kk (tod.pv/360),"0,570"
22.1.2014,Eonia (tod.pv/360),"0,238"
22.1.2014,1 kk (tod.pv/360),"0,241"
22.1.2014,3 kk (tod.pv/360),"0,301"
22.1.2014,6 kk (tod.pv/360),"0,406"
22.1.2014,12 kk (tod.pv/360),"0,570"
21.1.2014,Eonia (tod.pv/360),"0,351"
21.1.2014,1 kk (tod.pv/360),"0,242"
21.1.2014,3 kk (tod.pv/360),"0,302"
21.1.2014,6 kk (tod.pv/360),"0,409"
21.1.2014,12 kk (tod.pv/360),"0,571"
20.1.2014,Eonia (tod.pv/360),"0,359"
20.1.2014,1 kk (tod.pv/360),"0,240"
20.1.2014,3 kk (tod.pv/360),"0,302"
20.1.2014,6 kk (tod.pv/360),"0,408"
20.1.2014,12 kk (tod.pv/360),"0,570"
17.1.2014,Eonia (tod.pv/360),"0,343"
17.1.2014,1 kk (tod.pv/360),"0,243"
17.1.2014,3 kk (tod.pv/360),"0,302"
17.1.2014,6 kk (tod.pv/360),"0,408"
17.1.2014,12 kk (tod.pv/360),"0,571"
16.1.2014,Eonia (tod.pv/360),"0,300"
16.1.2014,1 kk (tod.pv/360),"0,234"
16.1.2014,3 kk (tod.pv/360),"0,300"
16.1.2014,6 kk (tod.pv/360),"0,405"
16.1.2014,12 kk (tod.pv/360),"0,572"
15.1.2014,Eonia (tod.pv/360),"0,210"
15.1.2014,1 kk (tod.pv/360),"0,216"
15.1.2014,3 kk (tod.pv/360),"0,290"
15.1.2014,6 kk (tod.pv/360),"0,397"
15.1.2014,12 kk (tod.pv/360),"0,565"
14.1.2014,Eonia (tod.pv/360),"0,147"
14.1.2014,1 kk (tod.pv/360),"0,208"
14.1.2014,3 kk (tod.pv/360),"0,282"
14.1.2014,6 kk (tod.pv/360),"0,390"
14.1.2014,12 kk (tod.pv/360),"0,557"
13.1.2014,Eonia (tod.pv/360),"0,153"
13.1.2014,1 kk (tod.pv/360),"0,207"
13.1.2014,3 kk (tod.pv/360),"0,282"
13.1.2014,6 kk (tod.pv/360),"0,389"
13.1.2014,12 kk (tod.pv/360),"0,557"
10.1.2014,Eonia (tod.pv/360),"0,154"
10.1.2014,1 kk (tod.pv/360),"0,208"
10.1.2014,3 kk (tod.pv/360),"0,282"
10.1.2014,6 kk (tod.pv/360),"0,390"
10.1.2014,12 kk (tod.pv/360),"0,557"
9.1.2014,Eonia (tod.pv/360),"0,156"
9.1.2014,1 kk (tod.pv/360),"0,205"
9.1.2014,3 kk (tod.pv/360),"0,282"
9.1.2014,6 kk (tod.pv/360),"0,388"
9.1.2014,12 kk (tod.pv/360),"0,557"
8.1.2014,Eonia (tod.pv/360),"0,137"
8.1.2014,1 kk (tod.pv/360),"0,203"
8.1.2014,3 kk (tod.pv/360),"0,281"
8.1.2014,6 kk (tod.pv/360),"0,383"
8.1.2014,12 kk (tod.pv/360),"0,552"
7.1.2014,Eonia (tod.pv/360),"0,099"
7.1.2014,1 kk (tod.pv/360),"0,202"
7.1.2014,3 kk (tod.pv/360),"0,280"
7.1.2014,6 kk (tod.pv/360),"0,381"
7.1.2014,12 kk (tod.pv/360),"0,550"
6.1.2014,Eonia (tod.pv/360),"0,096"
6.1.2014,1 kk (tod.pv/360),"0,204"
6.1.2014,3 kk (tod.pv/360),"0,280"
6.1.2014,6 kk (tod.pv/360),"0,380"
6.1.2014,12 kk (tod.pv/360),"0,550"
3.1.2014,Eonia (tod.pv/360),"0,111"
3.1.2014,1 kk (tod.pv/360),"0,208"
3.1.2014,3 kk (tod.pv/360),"0,280"
3.1.2014,6 kk (tod.pv/360),"0,381"
3.1.2014,12 kk (tod.pv/360),"0,551"
2.1.2014,Eonia (tod.pv/360),"0,152"
2.1.2014,1 kk (tod.pv/360),"0,214"
2.1.2014,3 kk (tod.pv/360),"0,284"
2.1.2014,6 kk (tod.pv/360),"0,387"
2.1.2014,12 kk (tod.pv/360),"0,555"
1.1.2014,Eonia (tod.pv/360),"0,446"
1.1.2014,1 kk (tod.pv/360),"0,216"
1.1.2014,3 kk (tod.pv/360),"0,287"
1.1.2014,6 kk (tod.pv/360),"0,389"
1.1.2014,12 kk (tod.pv/360),"0,556"
31.12.2013,Eonia (tod.pv/360),"0,446"
31.12.2013,1 kk (tod.pv/360),"0,216"
31.12.2013,3 kk (tod.pv/360),"0,287"
31.12.2013,6 kk (tod.pv/360),"0,389"
31.12.2013,12 kk (tod.pv/360),"0,556"
30.12.2013,Eonia (tod.pv/360),"0,223"
30.12.2013,1 kk (tod.pv/360),"0,221"
30.12.2013,3 kk (tod.pv/360),"0,288"
30.12.2013,6 kk (tod.pv/360),"0,389"
30.12.2013,12 kk (tod.pv/360),"0,558"
27.12.2013,Eonia (tod.pv/360),"0,192"
27.12.2013,1 kk (tod.pv/360),"0,234"
27.12.2013,3 kk (tod.pv/360),"0,293"
27.12.2013,6 kk (tod.pv/360),"0,392"
27.12.2013,12 kk (tod.pv/360),"0,562"
26.12.2013,Eonia (tod.pv/360),"0,171"
26.12.2013,1 kk (tod.pv/360),"0,232"
26.12.2013,3 kk (tod.pv/360),"0,294"
26.12.2013,6 kk (tod.pv/360),"0,392"
26.12.2013,12 kk (tod.pv/360),"0,560"
25.12.2013,Eonia (tod.pv/360),"0,171"
25.12.2013,1 kk (tod.pv/360),"0,232"
25.12.2013,3 kk (tod.pv/360),"0,294"
25.12.2013,6 kk (tod.pv/360),"0,392"
25.12.2013,12 kk (tod.pv/360),"0,560"
24.12.2013,Eonia (tod.pv/360),"0,171"
24.12.2013,1 kk (tod.pv/360),"0,232"
24.12.2013,3 kk (tod.pv/360),"0,294"
24.12.2013,6 kk (tod.pv/360),"0,392"
24.12.2013,12 kk (tod.pv/360),"0,560"
23.12.2013,Eonia (tod.pv/360),"0,158"
23.12.2013,1 kk (tod.pv/360),"0,232"
23.12.2013,3 kk (tod.pv/360),"0,294"
23.12.2013,6 kk (tod.pv/360),"0,392"
23.12.2013,12 kk (tod.pv/360),"0,562"
20.12.2013,Eonia (tod.pv/360),"0,161"
20.12.2013,1 kk (tod.pv/360),"0,232"
20.12.2013,3 kk (tod.pv/360),"0,292"
20.12.2013,6 kk (tod.pv/360),"0,388"
20.12.2013,12 kk (tod.pv/360),"0,559"
19.12.2013,Eonia (tod.pv/360),"0,159"
19.12.2013,1 kk (tod.pv/360),"0,236"
19.12.2013,3 kk (tod.pv/360),"0,293"
19.12.2013,6 kk (tod.pv/360),"0,387"
19.12.2013,12 kk (tod.pv/360),"0,558"
18.12.2013,Eonia (tod.pv/360),"0,176"
18.12.2013,1 kk (tod.pv/360),"0,245"
18.12.2013,3 kk (tod.pv/360),"0,298"
18.12.2013,6 kk (tod.pv/360),"0,393"
18.12.2013,12 kk (tod.pv/360),"0,565"
17.12.2013,Eonia (tod.pv/360),"0,206"
17.12.2013,1 kk (tod.pv/360),"0,243"
17.12.2013,3 kk (tod.pv/360),"0,298"
17.12.2013,6 kk (tod.pv/360),"0,393"
17.12.2013,12 kk (tod.pv/360),"0,567"
16.12.2013,Eonia (tod.pv/360),"0,183"
16.12.2013,1 kk (tod.pv/360),"0,234"
16.12.2013,3 kk (tod.pv/360),"0,290"
16.12.2013,6 kk (tod.pv/360),"0,387"
16.12.2013,12 kk (tod.pv/360),"0,563"
13.12.2013,Eonia (tod.pv/360),"0,150"
13.12.2013,1 kk (tod.pv/360),"0,225"
13.12.2013,3 kk (tod.pv/360),"0,282"
13.12.2013,6 kk (tod.pv/360),"0,380"
13.12.2013,12 kk (tod.pv/360),"0,556"
12.12.2013,Eonia (tod.pv/360),"0,139"
12.12.2013,1 kk (tod.pv/360),"0,219"
12.12.2013,3 kk (tod.pv/360),"0,277"
12.12.2013,6 kk (tod.pv/360),"0,374"
12.12.2013,12 kk (tod.pv/360),"0,549"
11.12.2013,Eonia (tod.pv/360),"0,144"
11.12.2013,1 kk (tod.pv/360),"0,212"
11.12.2013,3 kk (tod.pv/360),"0,267"
11.12.2013,6 kk (tod.pv/360),"0,366"
11.12.2013,12 kk (tod.pv/360),"0,540"
10.12.2013,Eonia (tod.pv/360),"0,131"
10.12.2013,1 kk (tod.pv/360),"0,207"
10.12.2013,3 kk (tod.pv/360),"0,260"
10.12.2013,6 kk (tod.pv/360),"0,360"
10.12.2013,12 kk (tod.pv/360),"0,533"
9.12.2013,Eonia (tod.pv/360),"0,125"
9.12.2013,1 kk (tod.pv/360),"0,200"
9.12.2013,3 kk (tod.pv/360),"0,255"
9.12.2013,6 kk (tod.pv/360),"0,353"
9.12.2013,12 kk (tod.pv/360),"0,527"
6.12.2013,Eonia (tod.pv/360),"0,127"
6.12.2013,1 kk (tod.pv/360),"0,191"
6.12.2013,3 kk (tod.pv/360),"0,248"
6.12.2013,6 kk (tod.pv/360),"0,345"
6.12.2013,12 kk (tod.pv/360),"0,519"
5.12.2013,Eonia (tod.pv/360),"0,127"
5.12.2013,1 kk (tod.pv/360),"0,183"
5.12.2013,3 kk (tod.pv/360),"0,240"
5.12.2013,6 kk (tod.pv/360),"0,334"
5.12.2013,12 kk (tod.pv/360),"0,507"
4.12.2013,Eonia (tod.pv/360),"0,126"
4.12.2013,1 kk (tod.pv/360),"0,180"
4.12.2013,3 kk (tod.pv/360),"0,239"
4.12.2013,6 kk (tod.pv/360),"0,334"
4.12.2013,12 kk (tod.pv/360),"0,504"
3.12.2013,Eonia (tod.pv/360),"0,117"
3.12.2013,1 kk (tod.pv/360),"0,175"
3.12.2013,3 kk (tod.pv/360),"0,239"
3.12.2013,6 kk (tod.pv/360),"0,332"
3.12.2013,12 kk (tod.pv/360),"0,503"
2.12.2013,Eonia (tod.pv/360),"0,112"
2.12.2013,1 kk (tod.pv/360),"0,170"
2.12.2013,3 kk (tod.pv/360),"0,236"
2.12.2013,6 kk (tod.pv/360),"0,331"
2.12.2013,12 kk (tod.pv/360),"0,502"
29.11.2013,Eonia (tod.pv/360),"0,277"
29.11.2013,1 kk (tod.pv/360),"0,166"
29.11.2013,3 kk (tod.pv/360),"0,234"
29.11.2013,6 kk (tod.pv/360),"0,330"
29.11.2013,12 kk (tod.pv/360),"0,501"
28.11.2013,Eonia (tod.pv/360),"0,127"
28.11.2013,1 kk (tod.pv/360),"0,163"
28.11.2013,3 kk (tod.pv/360),"0,233"
28.11.2013,6 kk (tod.pv/360),"0,329"
28.11.2013,12 kk (tod.pv/360),"0,500"
27.11.2013,Eonia (tod.pv/360),"0,123"
27.11.2013,1 kk (tod.pv/360),"0,147"
27.11.2013,3 kk (tod.pv/360),"0,230"
27.11.2013,6 kk (tod.pv/360),"0,327"
27.11.2013,12 kk (tod.pv/360),"0,497"
26.11.2013,Eonia (tod.pv/360),"0,131"
26.11.2013,1 kk (tod.pv/360),"0,146"
26.11.2013,3 kk (tod.pv/360),"0,230"
26.11.2013,6 kk (tod.pv/360),"0,330"
26.11.2013,12 kk (tod.pv/360),"0,500"
25.11.2013,Eonia (tod.pv/360),"0,132"
25.11.2013,1 kk (tod.pv/360),"0,139"
25.11.2013,3 kk (tod.pv/360),"0,227"
25.11.2013,6 kk (tod.pv/360),"0,326"
25.11.2013,12 kk (tod.pv/360),"0,498"
22.11.2013,Eonia (tod.pv/360),"0,117"
22.11.2013,1 kk (tod.pv/360),"0,133"
22.11.2013,3 kk (tod.pv/360),"0,223"
22.11.2013,6 kk (tod.pv/360),"0,321"
22.11.2013,12 kk (tod.pv/360),"0,492"
21.11.2013,Eonia (tod.pv/360),"0,108"
21.11.2013,1 kk (tod.pv/360),"0,126"
21.11.2013,3 kk (tod.pv/360),"0,217"
21.11.2013,6 kk (tod.pv/360),"0,316"
21.11.2013,12 kk (tod.pv/360),"0,489"
20.11.2013,Eonia (tod.pv/360),"0,091"
20.11.2013,1 kk (tod.pv/360),"0,124"
20.11.2013,3 kk (tod.pv/360),"0,219"
20.11.2013,6 kk (tod.pv/360),"0,318"
20.11.2013,12 kk (tod.pv/360),"0,495"
19.11.2013,Eonia (tod.pv/360),"0,086"
19.11.2013,1 kk (tod.pv/360),"0,124"
19.11.2013,3 kk (tod.pv/360),"0,218"
19.11.2013,6 kk (tod.pv/360),"0,319"
19.11.2013,12 kk (tod.pv/360),"0,496"
18.11.2013,Eonia (tod.pv/360),"0,084"
18.11.2013,1 kk (tod.pv/360),"0,123"
18.11.2013,3 kk (tod.pv/360),"0,218"
18.11.2013,6 kk (tod.pv/360),"0,319"
18.11.2013,12 kk (tod.pv/360),"0,497"
15.11.2013,Eonia (tod.pv/360),"0,079"
15.11.2013,1 kk (tod.pv/360),"0,123"
15.11.2013,3 kk (tod.pv/360),"0,218"
15.11.2013,6 kk (tod.pv/360),"0,318"
15.11.2013,12 kk (tod.pv/360),"0,496"
14.11.2013,Eonia (tod.pv/360),"0,076"
14.11.2013,1 kk (tod.pv/360),"0,123"
14.11.2013,3 kk (tod.pv/360),"0,217"
14.11.2013,6 kk (tod.pv/360),"0,319"
14.11.2013,12 kk (tod.pv/360),"0,496"
13.11.2013,Eonia (tod.pv/360),"0,070"
13.11.2013,1 kk (tod.pv/360),"0,123"
13.11.2013,3 kk (tod.pv/360),"0,218"
13.11.2013,6 kk (tod.pv/360),"0,320"
13.11.2013,12 kk (tod.pv/360),"0,500"
12.11.2013,Eonia (tod.pv/360),"0,074"
12.11.2013,1 kk (tod.pv/360),"0,123"
12.11.2013,3 kk (tod.pv/360),"0,218"
12.11.2013,6 kk (tod.pv/360),"0,322"
12.11.2013,12 kk (tod.pv/360),"0,501"
11.11.2013,Eonia (tod.pv/360),"0,076"
11.11.2013,1 kk (tod.pv/360),"0,122"
11.11.2013,3 kk (tod.pv/360),"0,218"
11.11.2013,6 kk (tod.pv/360),"0,322"
11.11.2013,12 kk (tod.pv/360),"0,502"
8.11.2013,Eonia (tod.pv/360),"0,077"
8.11.2013,1 kk (tod.pv/360),"0,122"
8.11.2013,3 kk (tod.pv/360),"0,217"
8.11.2013,6 kk (tod.pv/360),"0,324"
8.11.2013,12 kk (tod.pv/360),"0,506"
7.11.2013,Eonia (tod.pv/360),"0,078"
7.11.2013,1 kk (tod.pv/360),"0,129"
7.11.2013,3 kk (tod.pv/360),"0,228"
7.11.2013,6 kk (tod.pv/360),"0,341"
7.11.2013,12 kk (tod.pv/360),"0,534"
6.11.2013,Eonia (tod.pv/360),"0,086"
6.11.2013,1 kk (tod.pv/360),"0,130"
6.11.2013,3 kk (tod.pv/360),"0,228"
6.11.2013,6 kk (tod.pv/360),"0,340"
6.11.2013,12 kk (tod.pv/360),"0,535"
5.11.2013,Eonia (tod.pv/360),"0,089"
5.11.2013,1 kk (tod.pv/360),"0,129"
5.11.2013,3 kk (tod.pv/360),"0,227"
5.11.2013,6 kk (tod.pv/360),"0,341"
5.11.2013,12 kk (tod.pv/360),"0,534"
4.11.2013,Eonia (tod.pv/360),"0,092"
4.11.2013,1 kk (tod.pv/360),"0,129"
4.11.2013,3 kk (tod.pv/360),"0,227"
4.11.2013,6 kk (tod.pv/360),"0,342"
4.11.2013,12 kk (tod.pv/360),"0,532"
1.11.2013,Eonia (tod.pv/360),"0,092"
1.11.2013,1 kk (tod.pv/360),"0,129"
1.11.2013,3 kk (tod.pv/360),"0,226"
1.11.2013,6 kk (tod.pv/360),"0,341"
1.11.2013,12 kk (tod.pv/360),"0,533"
31.10.2013,Eonia (tod.pv/360),"0,228"
31.10.2013,1 kk (tod.pv/360),"0,130"
31.10.2013,3 kk (tod.pv/360),"0,230"
31.10.2013,6 kk (tod.pv/360),"0,351"
31.10.2013,12 kk (tod.pv/360),"0,548"
30.10.2013,Eonia (tod.pv/360),"0,103"
30.10.2013,1 kk (tod.pv/360),"0,129"
30.10.2013,3 kk (tod.pv/360),"0,228"
30.10.2013,6 kk (tod.pv/360),"0,349"
30.10.2013,12 kk (tod.pv/360),"0,548"
29.10.2013,Eonia (tod.pv/360),"0,098"
29.10.2013,1 kk (tod.pv/360),"0,129"
29.10.2013,3 kk (tod.pv/360),"0,228"
29.10.2013,6 kk (tod.pv/360),"0,348"
29.10.2013,12 kk (tod.pv/360),"0,550"
28.10.2013,Eonia (tod.pv/360),"0,095"
28.10.2013,1 kk (tod.pv/360),"0,130"
28.10.2013,3 kk (tod.pv/360),"0,229"
28.10.2013,6 kk (tod.pv/360),"0,349"
28.10.2013,12 kk (tod.pv/360),"0,553"
25.10.2013,Eonia (tod.pv/360),"0,096"
25.10.2013,1 kk (tod.pv/360),"0,130"
25.10.2013,3 kk (tod.pv/360),"0,228"
25.10.2013,6 kk (tod.pv/360),"0,345"
25.10.2013,12 kk (tod.pv/360),"0,547"
24.10.2013,Eonia (tod.pv/360),"0,096"
24.10.2013,1 kk (tod.pv/360),"0,129"
24.10.2013,3 kk (tod.pv/360),"0,225"
24.10.2013,6 kk (tod.pv/360),"0,343"
24.10.2013,12 kk (tod.pv/360),"0,542"
23.10.2013,Eonia (tod.pv/360),"0,094"
23.10.2013,1 kk (tod.pv/360),"0,129"
23.10.2013,3 kk (tod.pv/360),"0,222"
23.10.2013,6 kk (tod.pv/360),"0,340"
23.10.2013,12 kk (tod.pv/360),"0,537"
22.10.2013,Eonia (tod.pv/360),"0,093"
22.10.2013,1 kk (tod.pv/360),"0,128"
22.10.2013,3 kk (tod.pv/360),"0,223"
22.10.2013,6 kk (tod.pv/360),"0,340"
22.10.2013,12 kk (tod.pv/360),"0,539"
21.10.2013,Eonia (tod.pv/360),"0,091"
21.10.2013,1 kk (tod.pv/360),"0,128"
21.10.2013,3 kk (tod.pv/360),"0,223"
21.10.2013,6 kk (tod.pv/360),"0,339"
21.10.2013,12 kk (tod.pv/360),"0,538"
18.10.2013,Eonia (tod.pv/360),"0,093"
18.10.2013,1 kk (tod.pv/360),"0,128"
18.10.2013,3 kk (tod.pv/360),"0,224"
18.10.2013,6 kk (tod.pv/360),"0,339"
18.10.2013,12 kk (tod.pv/360),"0,537"
17.10.2013,Eonia (tod.pv/360),"0,088"
17.10.2013,1 kk (tod.pv/360),"0,127"
17.10.2013,3 kk (tod.pv/360),"0,224"
17.10.2013,6 kk (tod.pv/360),"0,340"
17.10.2013,12 kk (tod.pv/360),"0,538"
16.10.2013,Eonia (tod.pv/360),"0,082"
16.10.2013,1 kk (tod.pv/360),"0,127"
16.10.2013,3 kk (tod.pv/360),"0,225"
16.10.2013,6 kk (tod.pv/360),"0,340"
16.10.2013,12 kk (tod.pv/360),"0,541"
15.10.2013,Eonia (tod.pv/360),"0,078"
15.10.2013,1 kk (tod.pv/360),"0,127"
15.10.2013,3 kk (tod.pv/360),"0,225"
15.10.2013,6 kk (tod.pv/360),"0,340"
15.10.2013,12 kk (tod.pv/360),"0,540"
14.10.2013,Eonia (tod.pv/360),"0,078"
14.10.2013,1 kk (tod.pv/360),"0,127"
14.10.2013,3 kk (tod.pv/360),"0,227"
14.10.2013,6 kk (tod.pv/360),"0,341"
14.10.2013,12 kk (tod.pv/360),"0,541"
11.10.2013,Eonia (tod.pv/360),"0,085"
11.10.2013,1 kk (tod.pv/360),"0,128"
11.10.2013,3 kk (tod.pv/360),"0,227"
11.10.2013,6 kk (tod.pv/360),"0,340"
11.10.2013,12 kk (tod.pv/360),"0,540"
10.10.2013,Eonia (tod.pv/360),"0,080"
10.10.2013,1 kk (tod.pv/360),"0,128"
10.10.2013,3 kk (tod.pv/360),"0,227"
10.10.2013,6 kk (tod.pv/360),"0,340"
10.10.2013,12 kk (tod.pv/360),"0,541"
9.10.2013,Eonia (tod.pv/360),"0,081"
9.10.2013,1 kk (tod.pv/360),"0,129"
9.10.2013,3 kk (tod.pv/360),"0,228"
9.10.2013,6 kk (tod.pv/360),"0,341"
9.10.2013,12 kk (tod.pv/360),"0,540"
8.10.2013,Eonia (tod.pv/360),"0,084"
8.10.2013,1 kk (tod.pv/360),"0,128"
8.10.2013,3 kk (tod.pv/360),"0,227"
8.10.2013,6 kk (tod.pv/360),"0,340"
8.10.2013,12 kk (tod.pv/360),"0,539"
7.10.2013,Eonia (tod.pv/360),"0,082"
7.10.2013,1 kk (tod.pv/360),"0,128"
7.10.2013,3 kk (tod.pv/360),"0,225"
7.10.2013,6 kk (tod.pv/360),"0,339"
7.10.2013,12 kk (tod.pv/360),"0,536"
4.10.2013,Eonia (tod.pv/360),"0,084"
4.10.2013,1 kk (tod.pv/360),"0,128"
4.10.2013,3 kk (tod.pv/360),"0,225"
4.10.2013,6 kk (tod.pv/360),"0,338"
4.10.2013,12 kk (tod.pv/360),"0,537"
3.10.2013,Eonia (tod.pv/360),"0,079"
3.10.2013,1 kk (tod.pv/360),"0,127"
3.10.2013,3 kk (tod.pv/360),"0,224"
3.10.2013,6 kk (tod.pv/360),"0,338"
3.10.2013,12 kk (tod.pv/360),"0,537"
2.10.2013,Eonia (tod.pv/360),"0,079"
2.10.2013,1 kk (tod.pv/360),"0,128"
2.10.2013,3 kk (tod.pv/360),"0,225"
2.10.2013,6 kk (tod.pv/360),"0,337"
2.10.2013,12 kk (tod.pv/360),"0,536"
1.10.2013,Eonia (tod.pv/360),"0,080"
1.10.2013,1 kk (tod.pv/360),"0,128"
1.10.2013,3 kk (tod.pv/360),"0,225"
1.10.2013,6 kk (tod.pv/360),"0,338"
1.10.2013,12 kk (tod.pv/360),"0,537"
30.9.2013,Eonia (tod.pv/360),"0,179"
30.9.2013,1 kk (tod.pv/360),"0,128"
30.9.2013,3 kk (tod.pv/360),"0,225"
30.9.2013,6 kk (tod.pv/360),"0,340"
30.9.2013,12 kk (tod.pv/360),"0,539"
27.9.2013,Eonia (tod.pv/360),"0,085"
27.9.2013,1 kk (tod.pv/360),"0,127"
27.9.2013,3 kk (tod.pv/360),"0,224"
27.9.2013,6 kk (tod.pv/360),"0,338"
27.9.2013,12 kk (tod.pv/360),"0,538"
26.9.2013,Eonia (tod.pv/360),"0,082"
26.9.2013,1 kk (tod.pv/360),"0,129"
26.9.2013,3 kk (tod.pv/360),"0,221"
26.9.2013,6 kk (tod.pv/360),"0,337"
26.9.2013,12 kk (tod.pv/360),"0,537"
25.9.2013,Eonia (tod.pv/360),"0,077"
25.9.2013,1 kk (tod.pv/360),"0,128"
25.9.2013,3 kk (tod.pv/360),"0,221"
25.9.2013,6 kk (tod.pv/360),"0,337"
25.9.2013,12 kk (tod.pv/360),"0,536"
24.9.2013,Eonia (tod.pv/360),"0,077"
24.9.2013,1 kk (tod.pv/360),"0,128"
24.9.2013,3 kk (tod.pv/360),"0,221"
24.9.2013,6 kk (tod.pv/360),"0,336"
24.9.2013,12 kk (tod.pv/360),"0,534"
23.9.2013,Eonia (tod.pv/360),"0,080"
23.9.2013,1 kk (tod.pv/360),"0,128"
23.9.2013,3 kk (tod.pv/360),"0,221"
23.9.2013,6 kk (tod.pv/360),"0,337"
23.9.2013,12 kk (tod.pv/360),"0,538"
20.9.2013,Eonia (tod.pv/360),"0,078"
20.9.2013,1 kk (tod.pv/360),"0,128"
20.9.2013,3 kk (tod.pv/360),"0,221"
20.9.2013,6 kk (tod.pv/360),"0,335"
20.9.2013,12 kk (tod.pv/360),"0,536"
19.9.2013,Eonia (tod.pv/360),"0,075"
19.9.2013,1 kk (tod.pv/360),"0,128"
19.9.2013,3 kk (tod.pv/360),"0,221"
19.9.2013,6 kk (tod.pv/360),"0,337"
19.9.2013,12 kk (tod.pv/360),"0,537"
18.9.2013,Eonia (tod.pv/360),"0,078"
18.9.2013,1 kk (tod.pv/360),"0,127"
18.9.2013,3 kk (tod.pv/360),"0,222"
18.9.2013,6 kk (tod.pv/360),"0,340"
18.9.2013,12 kk (tod.pv/360),"0,543"
17.9.2013,Eonia (tod.pv/360),"0,075"
17.9.2013,1 kk (tod.pv/360),"0,127"
17.9.2013,3 kk (tod.pv/360),"0,222"
17.9.2013,6 kk (tod.pv/360),"0,339"
17.9.2013,12 kk (tod.pv/360),"0,542"
16.9.2013,Eonia (tod.pv/360),"0,073"
16.9.2013,1 kk (tod.pv/360),"0,128"
16.9.2013,3 kk (tod.pv/360),"0,223"
16.9.2013,6 kk (tod.pv/360),"0,338"
16.9.2013,12 kk (tod.pv/360),"0,542"
13.9.2013,Eonia (tod.pv/360),"0,072"
13.9.2013,1 kk (tod.pv/360),"0,127"
13.9.2013,3 kk (tod.pv/360),"0,223"
13.9.2013,6 kk (tod.pv/360),"0,342"
13.9.2013,12 kk (tod.pv/360),"0,548"
12.9.2013,Eonia (tod.pv/360),"0,068"
12.9.2013,1 kk (tod.pv/360),"0,127"
12.9.2013,3 kk (tod.pv/360),"0,224"
12.9.2013,6 kk (tod.pv/360),"0,341"
12.9.2013,12 kk (tod.pv/360),"0,547"
11.9.2013,Eonia (tod.pv/360),"0,073"
11.9.2013,1 kk (tod.pv/360),"0,128"
11.9.2013,3 kk (tod.pv/360),"0,224"
11.9.2013,6 kk (tod.pv/360),"0,342"
11.9.2013,12 kk (tod.pv/360),"0,550"
10.9.2013,Eonia (tod.pv/360),"0,071"
10.9.2013,1 kk (tod.pv/360),"0,129"
10.9.2013,3 kk (tod.pv/360),"0,225"
10.9.2013,6 kk (tod.pv/360),"0,343"
10.9.2013,12 kk (tod.pv/360),"0,549"
9.9.2013,Eonia (tod.pv/360),"0,068"
9.9.2013,1 kk (tod.pv/360),"0,129"
9.9.2013,3 kk (tod.pv/360),"0,225"
9.9.2013,6 kk (tod.pv/360),"0,342"
9.9.2013,12 kk (tod.pv/360),"0,547"
6.9.2013,Eonia (tod.pv/360),"0,075"
6.9.2013,1 kk (tod.pv/360),"0,129"
6.9.2013,3 kk (tod.pv/360),"0,225"
6.9.2013,6 kk (tod.pv/360),"0,344"
6.9.2013,12 kk (tod.pv/360),"0,551"
5.9.2013,Eonia (tod.pv/360),"0,069"
5.9.2013,1 kk (tod.pv/360),"0,129"
5.9.2013,3 kk (tod.pv/360),"0,225"
5.9.2013,6 kk (tod.pv/360),"0,344"
5.9.2013,12 kk (tod.pv/360),"0,551"
4.9.2013,Eonia (tod.pv/360),"0,073"
4.9.2013,1 kk (tod.pv/360),"0,129"
4.9.2013,3 kk (tod.pv/360),"0,225"
4.9.2013,6 kk (tod.pv/360),"0,343"
4.9.2013,12 kk (tod.pv/360),"0,549"
3.9.2013,Eonia (tod.pv/360),"0,080"
3.9.2013,1 kk (tod.pv/360),"0,129"
3.9.2013,3 kk (tod.pv/360),"0,225"
3.9.2013,6 kk (tod.pv/360),"0,342"
3.9.2013,12 kk (tod.pv/360),"0,548"
2.9.2013,Eonia (tod.pv/360),"0,079"
2.9.2013,1 kk (tod.pv/360),"0,129"
2.9.2013,3 kk (tod.pv/360),"0,225"
2.9.2013,6 kk (tod.pv/360),"0,344"
2.9.2013,12 kk (tod.pv/360),"0,550"
30.8.2013,Eonia (tod.pv/360),"0,107"
30.8.2013,1 kk (tod.pv/360),"0,129"
30.8.2013,3 kk (tod.pv/360),"0,224"
30.8.2013,6 kk (tod.pv/360),"0,343"
30.8.2013,12 kk (tod.pv/360),"0,545"
29.8.2013,Eonia (tod.pv/360),"0,076"
29.8.2013,1 kk (tod.pv/360),"0,128"
29.8.2013,3 kk (tod.pv/360),"0,225"
29.8.2013,6 kk (tod.pv/360),"0,345"
29.8.2013,12 kk (tod.pv/360),"0,547"
28.8.2013,Eonia (tod.pv/360),"0,078"
28.8.2013,1 kk (tod.pv/360),"0,128"
28.8.2013,3 kk (tod.pv/360),"0,225"
28.8.2013,6 kk (tod.pv/360),"0,344"
28.8.2013,12 kk (tod.pv/360),"0,547"
27.8.2013,Eonia (tod.pv/360),"0,080"
27.8.2013,1 kk (tod.pv/360),"0,127"
27.8.2013,3 kk (tod.pv/360),"0,225"
27.8.2013,6 kk (tod.pv/360),"0,345"
