date,euribor_12_month,euribor_6_month,euribor_3_month,euribor_1_month
1999-01-04,3.209,3.223,3.234,3.242
1999-01-05,3.187,3.204,3.222,3.233
1999-01-06,3.176,3.197,3.214,3.226
1999-01-07,3.158,3.179,3.206,3.224
1999-01-08,3.139,3.166,3.196,3.217
1999-01-09,3.139,3.166,3.196,3.217
1999-01-10,3.139,3.166,3.196,3.217
1999-01-11,3.126,3.156,3.193,3.214
1999-01-12,3.122,3.153,3.19,3.213
1999-01-13,3.107,3.141,3.183,3.206
1999-01-14,3.083,3.121,3.163,3.191
1999-01-15,3.044,3.085,3.134,3.159
1999-01-16,3.044,3.085,3.134,3.159
1999-01-17,3.044,3.085,3.134,3.159
1999-01-18,3.021,3.056,3.102,3.121
1999-01-19,2.984,3.018,3.056,3.074
1999-01-20,2.985,3.014,3.054,3.074
1999-01-21,2.99,3.017,3.056,3.074
1999-01-22,2.99,3.018,3.059,3.086
1999-01-23,2.99,3.018,3.059,3.086
1999-01-24,2.99,3.018,3.059,3.086
1999-01-25,2.981,3.016,3.069,3.111
1999-01-26,2.984,3.02,3.08,3.134
1999-01-27,2.986,3.02,3.08,3.126
1999-01-28,2.981,3.017,3.077,3.123
1999-01-29,2.981,3.011,3.074,3.119
1999-01-30,2.981,3.011,3.074,3.119
1999-01-31,2.981,3.011,3.074,3.119
1999-02-01,2.998,3.017,3.078,3.126
1999-02-02,3.004,3.028,3.091,3.142
1999-02-03,3.012,3.035,3.098,3.151
1999-02-04,3.02,3.043,3.105,3.157
1999-02-05,3.026,3.044,3.107,3.156
1999-02-06,3.026,3.044,3.107,3.156
1999-02-07,3.026,3.044,3.107,3.156
1999-02-08,3.036,3.053,3.113,3.158
1999-02-09,3.041,3.054,3.112,3.157
1999-02-10,3.039,3.052,3.109,3.151
1999-02-11,3.041,3.051,3.106,3.146
1999-02-12,3.039,3.049,3.1,3.135
1999-02-13,3.039,3.049,3.1,3.135
1999-02-14,3.039,3.049,3.1,3.135
1999-02-15,3.041,3.048,3.123,3.123
1999-02-16,3.038,3.044,3.092,3.113
1999-02-17,3.034,3.04,3.086,3.103
1999-02-18,3.031,3.035,3.079,3.093
1999-02-19,3.03,3.033,3.077,3.092
1999-02-20,3.03,3.033,3.077,3.092
1999-02-21,3.03,3.033,3.077,3.092
1999-02-22,3.025,3.029,3.075,3.093
1999-02-23,3.023,3.026,3.076,3.098
1999-02-24,3.023,3.027,3.079,3.102
1999-02-25,3.036,3.038,3.087,3.111
1999-02-26,3.071,3.055,3.098,3.12
1999-02-27,3.071,3.055,3.098,3.12
1999-02-28,3.071,3.055,3.098,3.12
1999-03-01,3.079,3.059,3.099,3.122
1999-03-02,3.148,3.1,3.115,3.13
1999-03-03,3.146,3.099,3.112,3.123
1999-03-04,3.151,3.102,3.111,3.115
1999-03-05,3.13,3.092,3.104,3.109
1999-03-06,3.13,3.092,3.104,3.109
1999-03-07,3.13,3.092,3.104,3.109
1999-03-08,3.097,3.068,3.093,3.1
1999-03-09,3.084,3.061,3.087,3.095
1999-03-10,3.078,3.055,3.081,3.086
1999-03-11,3.072,3.05,3.074,3.076
1999-03-12,3.029,3.024,3.047,3.047
1999-03-13,3.029,3.024,3.047,3.047
1999-03-14,3.029,3.024,3.047,3.047
1999-03-15,3.026,3.015,3.039,3.038
1999-03-16,3.027,3.015,3.036,3.036
1999-03-17,3.027,3.017,3.038,3.042
1999-03-18,3.019,3.01,3.032,3.037
1999-03-19,3.012,3.003,3.027,3.031
1999-03-20,3.012,3.003,3.027,3.031
1999-03-21,3.012,3.003,3.027,3.031
1999-03-22,3.009,2.999,3.02,3.025
1999-03-23,3.011,2.999,3.019,3.024
1999-03-24,3.01,2.995,3.014,3.02
1999-03-25,2.992,2.975,2.998,3.008
1999-03-26,2.985,2.967,2.991,3.004
1999-03-27,2.985,2.967,2.991,3.004
1999-03-28,2.985,2.967,2.991,3.004
1999-03-29,2.985,2.963,2.985,3.002
1999-03-30,2.978,2.956,2.981,2.998
1999-03-31,2.967,2.95,2.971,2.992
1999-04-01,2.939,2.92,2.942,2.963
1999-04-02,2.932,2.914,2.929,2.952
1999-04-03,2.932,2.914,2.929,2.952
1999-04-04,2.932,2.914,2.929,2.952
1999-04-05,2.93,2.912,2.929,2.951
1999-04-06,2.907,2.889,2.905,2.933
1999-04-07,2.903,2.883,2.9,2.929
1999-04-08,2.899,2.879,2.895,2.927
1999-04-09,2.719,2.676,2.66,2.66
1999-04-10,2.719,2.676,2.66,2.66
1999-04-11,2.719,2.676,2.66,2.66
1999-04-12,2.715,2.673,2.661,2.661
1999-04-13,2.713,2.663,2.651,2.647
1999-04-14,2.709,2.653,2.637,2.632
1999-04-15,2.707,2.647,2.628,2.622
1999-04-16,2.71,2.644,2.626,2.615
1999-04-17,2.71,2.644,2.626,2.615
1999-04-18,2.71,2.644,2.626,2.615
1999-04-19,2.707,2.637,2.621,2.606
1999-04-20,2.7,2.626,2.61,2.594
1999-04-21,2.692,2.618,2.601,2.582
1999-04-22,2.685,2.613,2.596,2.577
1999-04-23,2.683,2.613,2.594,2.578
1999-04-24,2.683,2.613,2.594,2.578
1999-04-25,2.683,2.613,2.594,2.578
1999-04-26,2.681,2.611,2.591,2.574
1999-04-27,2.677,2.608,2.59,2.573
1999-04-28,2.678,2.607,2.588,2.571
1999-04-29,2.678,2.605,2.585,2.569
1999-04-30,2.676,2.604,2.583,2.568
1999-05-01,2.676,2.604,2.583,2.568
1999-05-02,2.676,2.604,2.583,2.568
1999-05-03,2.68,2.604,2.583,2.568
1999-05-04,2.68,2.603,2.581,2.567
1999-05-05,2.684,2.604,2.581,2.566
1999-05-06,2.683,2.602,2.579,2.565
1999-05-07,2.691,2.605,2.581,2.566
1999-05-08,2.691,2.605,2.581,2.566
1999-05-09,2.691,2.605,2.581,2.566
1999-05-10,2.691,2.604,2.582,2.565
1999-05-11,2.688,2.602,2.579,2.564
1999-05-12,2.686,2.599,2.578,2.563
1999-05-13,2.68,2.594,2.577,2.56
1999-05-14,2.668,2.586,2.57,2.557
1999-05-15,2.668,2.586,2.57,2.557
1999-05-16,2.668,2.586,2.57,2.557
1999-05-17,2.678,2.592,2.575,2.56
1999-05-18,2.677,2.592,2.576,2.56
1999-05-19,2.688,2.597,2.583,2.576
1999-05-20,2.688,2.598,2.584,2.577
1999-05-21,2.686,2.597,2.581,2.574
1999-05-22,2.686,2.597,2.581,2.574
1999-05-23,2.686,2.597,2.581,2.574
1999-05-24,2.682,2.596,2.579,2.569
1999-05-25,2.679,2.596,2.579,2.569
1999-05-26,2.678,2.594,2.577,2.566
1999-05-27,2.678,2.593,2.577,2.565
1999-05-28,2.685,2.596,2.578,2.565
1999-05-29,2.685,2.596,2.578,2.565
1999-05-30,2.685,2.596,2.578,2.565
1999-05-31,2.687,2.596,2.578,2.566
1999-06-01,2.735,2.615,2.585,2.571
1999-06-02,2.812,2.657,2.601,2.577
1999-06-03,2.784,2.649,2.597,2.575
1999-06-04,2.795,2.651,2.597,2.576
1999-06-05,2.795,2.651,2.597,2.576
1999-06-06,2.795,2.651,2.597,2.576
1999-06-07,2.805,2.654,2.602,2.579
1999-06-08,2.784,2.648,2.6,2.582
1999-06-09,2.781,2.647,2.603,2.583
1999-06-10,2.794,2.651,2.605,2.585
1999-06-11,2.831,2.667,2.619,2.599
1999-06-12,2.831,2.667,2.619,2.599
1999-06-13,2.831,2.667,2.619,2.599
1999-06-14,2.836,2.67,2.623,2.602
1999-06-15,2.838,2.672,2.625,2.603
1999-06-16,2.838,2.671,2.628,2.607
1999-06-17,2.834,2.67,2.632,2.612
1999-06-18,2.819,2.665,2.632,2.616
1999-06-19,2.819,2.665,2.632,2.616
1999-06-20,2.819,2.665,2.632,2.616
1999-06-21,2.817,2.668,2.637,2.625
1999-06-22,2.842,2.676,2.645,2.631
1999-06-23,2.856,2.679,2.647,2.628
1999-06-24,2.878,2.688,2.649,2.627
1999-06-25,2.928,2.712,2.66,2.631
1999-06-26,2.928,2.712,2.66,2.631
1999-06-27,2.928,2.712,2.66,2.631
1999-06-28,2.928,2.718,2.664,2.636
1999-06-29,2.927,2.811,2.667,2.639
1999-06-30,2.936,2.823,2.669,2.636
1999-07-01,2.91,2.811,2.655,2.631
1999-07-02,2.956,2.841,2.663,2.636
1999-07-03,2.956,2.841,2.663,2.636
1999-07-04,2.956,2.841,2.663,2.636
1999-07-05,2.956,2.843,2.662,2.634
1999-07-06,2.971,2.851,2.663,2.633
1999-07-07,2.976,2.853,2.663,2.624
1999-07-08,2.983,2.86,2.664,2.623
1999-07-09,2.991,2.865,2.665,2.624
1999-07-10,2.991,2.865,2.665,2.624
1999-07-11,2.991,2.865,2.665,2.624
1999-07-12,2.997,2.868,2.665,2.625
1999-07-13,2.994,2.868,2.666,2.625
1999-07-14,2.977,2.866,2.664,2.626
1999-07-15,2.964,2.86,2.663,2.629
1999-07-16,3.069,2.932,2.693,2.65
1999-07-17,3.069,2.932,2.693,2.65
1999-07-18,3.069,2.932,2.693,2.65
1999-07-19,3.091,2.942,2.699,2.659
1999-07-20,3.094,2.948,2.703,2.663
1999-07-21,3.075,2.937,2.697,2.658
1999-07-22,3.05,2.917,2.681,2.632
1999-07-23,3.09,2.932,2.685,2.632
1999-07-24,3.09,2.932,2.685,2.632
1999-07-25,3.09,2.932,2.685,2.632
1999-07-26,3.094,2.941,2.685,2.63
1999-07-27,3.093,2.943,2.685,2.631
1999-07-28,3.095,2.944,2.685,2.63
1999-07-29,3.104,2.954,2.686,2.631
1999-07-30,3.13,2.969,2.69,2.633
1999-07-31,3.13,2.969,2.69,2.633
1999-08-01,3.13,2.969,2.69,2.633
1999-08-02,3.188,3.012,2.697,2.636
1999-08-03,3.233,3.037,2.705,2.637
1999-08-04,3.225,3.035,2.702,2.631
1999-08-05,3.229,3.038,2.701,2.626
1999-08-06,3.238,3.041,2.699,2.624
1999-08-07,3.238,3.041,2.699,2.624
1999-08-08,3.238,3.041,2.699,2.624
1999-08-09,3.301,3.06,2.703,2.624
1999-08-10,3.314,3.073,2.704,2.624
1999-08-11,3.294,3.071,2.703,2.622
1999-08-12,3.277,3.068,2.703,2.623
1999-08-13,3.28,3.068,2.704,2.623
1999-08-14,3.28,3.068,2.704,2.623
1999-08-15,3.28,3.068,2.704,2.623
1999-08-16,3.27,3.067,2.704,2.622
1999-08-17,3.268,3.067,2.702,2.623
1999-08-18,3.205,3.048,2.678,2.583
1999-08-19,3.198,3.043,2.677,2.583
1999-08-20,3.189,3.045,2.684,2.596
1999-08-21,3.189,3.045,2.684,2.596
1999-08-22,3.189,3.045,2.684,2.596
1999-08-23,3.18,3.043,2.684,2.6
1999-08-24,3.186,3.048,2.686,2.602
1999-08-25,3.188,3.048,2.686,2.602
1999-08-26,3.186,3.046,2.686,2.602
1999-08-27,3.235,3.062,2.691,2.604
1999-08-28,3.235,3.062,2.691,2.604
1999-08-29,3.235,3.062,2.691,2.604
1999-08-30,3.255,3.072,2.695,2.605
1999-08-31,3.281,3.08,2.697,2.605
1999-09-01,3.284,3.089,2.699,2.605
1999-09-02,3.288,3.097,2.698,2.604
1999-09-03,3.288,3.099,2.696,2.602
1999-09-04,3.288,3.099,2.696,2.602
1999-09-05,3.288,3.099,2.696,2.602
1999-09-06,3.242,3.084,2.69,2.597
1999-09-07,3.247,3.084,2.688,2.593
1999-09-08,3.278,3.096,2.687,2.589
1999-09-09,3.291,3.102,2.689,2.585
1999-09-10,3.308,3.108,2.692,2.584
1999-09-11,3.308,3.108,2.692,2.584
1999-09-12,3.308,3.108,2.692,2.584
1999-09-13,3.314,3.114,2.693,2.584
1999-09-14,3.321,3.116,2.69,2.583
1999-09-15,3.327,3.12,2.69,2.583
1999-09-16,3.32,3.118,2.69,2.582
1999-09-17,3.31,3.112,2.687,2.579
1999-09-18,3.31,3.112,2.687,2.579
1999-09-19,3.31,3.112,2.687,2.579
1999-09-20,3.295,3.107,2.681,2.558
1999-09-21,3.305,3.113,2.684,2.568
1999-09-22,3.312,3.114,2.687,2.571
1999-09-23,3.319,3.12,2.698,2.577
1999-09-24,3.293,3.104,2.69,2.576
1999-09-25,3.293,3.104,2.69,2.576
1999-09-26,3.293,3.104,2.69,2.576
1999-09-27,3.283,3.1,2.69,2.577
1999-09-28,3.312,3.111,2.698,2.578
1999-09-29,3.34,3.112,3.084,2.579
1999-09-30,3.348,3.126,3.086,2.584
1999-10-01,3.401,3.178,3.126,2.637
1999-10-02,3.401,3.178,3.126,2.637
1999-10-03,3.401,3.178,3.126,2.637
1999-10-04,3.541,3.301,3.225,2.775
1999-10-05,3.561,3.34,3.252,2.798
1999-10-06,3.605,3.379,3.292,2.813
1999-10-07,3.617,3.397,3.317,2.827
1999-10-08,3.558,3.353,3.263,2.643
1999-10-09,3.558,3.353,3.263,2.643
1999-10-10,3.558,3.353,3.263,2.643
1999-10-11,3.581,3.367,3.277,2.644
1999-10-12,3.618,3.393,3.298,2.662
1999-10-13,3.682,3.462,3.358,2.723
1999-10-14,3.714,3.478,3.379,2.731
1999-10-15,3.755,3.526,3.429,2.782
1999-10-16,3.755,3.526,3.429,2.782
1999-10-17,3.755,3.526,3.429,2.782
1999-10-18,3.739,3.513,3.433,2.774
1999-10-19,3.738,3.515,3.429,2.734
1999-10-20,3.772,3.539,3.45,2.775
1999-10-21,3.793,3.555,3.474,2.8
1999-10-22,3.77,3.543,3.457,2.753
1999-10-23,3.77,3.543,3.457,2.753
1999-10-24,3.77,3.543,3.457,2.753
1999-10-25,3.757,3.537,3.451,2.754
1999-10-26,3.802,3.56,3.485,2.822
1999-10-27,3.817,3.569,3.501,2.854
1999-10-28,3.787,3.555,3.502,2.857
1999-10-29,3.749,3.539,3.491,2.862
1999-10-30,3.749,3.539,3.491,2.862
1999-10-31,3.749,3.539,3.491,2.862
1999-11-01,3.756,3.546,3.501,2.892
1999-11-02,3.773,3.567,3.528,3.015
1999-11-03,3.765,3.567,3.531,3.023
1999-11-04,3.746,3.556,3.517,2.975
1999-11-05,3.713,3.538,3.505,3.034
1999-11-06,3.713,3.538,3.505,3.034
1999-11-07,3.713,3.538,3.505,3.034
1999-11-08,3.659,3.516,3.492,3.018
1999-11-09,3.585,3.471,3.461,2.995
1999-11-10,3.601,3.467,3.461,2.992
1999-11-11,3.619,3.466,3.462,2.991
1999-11-12,3.606,3.456,3.452,3.003
1999-11-13,3.606,3.456,3.452,3.003
1999-11-14,3.606,3.456,3.452,3.003
1999-11-15,3.596,3.453,3.449,3.017
1999-11-16,3.6,3.452,3.449,3.027
1999-11-17,3.607,3.453,3.449,3.03
1999-11-18,3.646,3.454,3.45,3.022
1999-11-19,3.661,3.454,3.45,3.026
1999-11-20,3.661,3.454,3.45,3.026
1999-11-21,3.661,3.454,3.45,3.026
1999-11-22,3.703,3.46,3.453,3.045
1999-11-23,3.729,3.461,3.451,3.056
1999-11-24,3.723,3.457,3.446,3.055
1999-11-25,3.728,3.455,3.444,3.058
1999-11-26,3.779,3.465,3.445,3.062
1999-11-27,3.779,3.465,3.445,3.062
1999-11-28,3.779,3.465,3.445,3.062
1999-11-29,3.78,3.469,3.445,3.494
1999-11-30,3.788,3.472,3.448,3.506
1999-12-01,3.763,3.473,3.45,3.512
1999-12-02,3.766,3.475,3.451,3.518
1999-12-03,3.78,3.482,3.454,3.521
1999-12-04,3.78,3.482,3.454,3.521
1999-12-05,3.78,3.482,3.454,3.521
1999-12-06,3.777,3.484,3.459,3.532
1999-12-07,3.773,3.483,3.461,3.542
1999-12-08,3.774,3.484,3.461,3.542
1999-12-09,3.776,3.487,3.461,3.546
1999-12-10,3.773,3.487,3.457,3.547
1999-12-11,3.773,3.487,3.457,3.547
1999-12-12,3.773,3.487,3.457,3.547
1999-12-13,3.772,3.489,3.455,3.547
1999-12-14,3.784,3.491,3.456,3.549
1999-12-15,3.797,3.497,3.456,3.551
1999-12-16,3.814,3.504,3.458,3.554
1999-12-17,3.89,3.539,3.465,3.563
1999-12-18,3.89,3.539,3.465,3.563
1999-12-19,3.89,3.539,3.465,3.563
1999-12-20,3.891,3.543,3.466,3.576
1999-12-21,3.895,3.551,3.466,3.564
1999-12-22,3.885,3.551,3.458,3.543
1999-12-23,3.879,3.547,3.447,3.538
1999-12-24,3.879,3.548,3.449,3.535
1999-12-25,3.879,3.548,3.449,3.535
1999-12-26,3.879,3.548,3.449,3.535
1999-12-27,3.881,3.552,3.45,3.538
1999-12-28,3.881,3.554,3.449,3.537
1999-12-29,3.873,3.517,3.345,3.18
1999-12-30,3.876,3.519,3.339,3.171
1999-12-31,3.876,3.519,3.339,3.171
2000-01-01,3.876,3.519,3.339,3.171
2000-01-02,3.876,3.519,3.339,3.171
2000-01-03,3.885,3.523,3.338,3.171
2000-01-04,3.952,3.553,3.343,3.159
2000-01-05,3.955,3.55,3.341,3.151
2000-01-06,3.953,3.552,3.331,3.131
2000-01-07,3.941,3.546,3.322,3.116
2000-01-08,3.941,3.546,3.322,3.116
2000-01-09,3.941,3.546,3.322,3.116
2000-01-10,3.914,3.534,3.317,3.114
2000-01-11,3.913,3.532,3.315,3.114
2000-01-12,3.948,3.545,3.322,3.128
2000-01-13,3.946,3.544,3.322,3.128
2000-01-14,3.932,3.539,3.321,3.125
2000-01-15,3.932,3.539,3.321,3.125
2000-01-16,3.932,3.539,3.321,3.125
2000-01-17,3.921,3.529,3.316,3.122
2000-01-18,3.925,3.529,3.313,3.12
2000-01-19,3.939,3.531,3.308,3.104
2000-01-20,3.93,3.53,3.31,3.12
2000-01-21,3.921,3.527,3.31,3.121
2000-01-22,3.921,3.527,3.31,3.121
2000-01-23,3.921,3.527,3.31,3.121
2000-01-24,3.934,3.532,3.317,3.126
2000-01-25,3.935,3.538,3.322,3.127
2000-01-26,3.948,3.551,3.332,3.131
2000-01-27,4.017,3.635,3.428,3.243
2000-01-28,4.062,3.68,3.486,3.298
2000-01-29,4.062,3.68,3.486,3.298
2000-01-30,4.062,3.68,3.486,3.298
2000-01-31,4.068,3.682,3.492,3.306
2000-02-01,4.079,3.697,3.496,3.313
2000-02-02,4.064,3.686,3.489,3.295
2000-02-03,4.065,3.693,3.498,3.302
2000-02-04,4.049,3.691,3.493,3.321
2000-02-05,4.049,3.691,3.493,3.321
2000-02-06,4.049,3.691,3.493,3.321
2000-02-07,4.061,3.692,3.496,3.325
2000-02-08,4.08,3.695,3.496,3.323
2000-02-09,4.073,3.693,3.492,3.322
2000-02-10,4.076,3.693,3.487,3.321
2000-02-11,4.083,3.694,3.491,3.321
2000-02-12,4.083,3.694,3.491,3.321
2000-02-13,4.083,3.694,3.491,3.321
2000-02-14,4.083,3.693,3.49,3.32
2000-02-15,4.081,3.692,3.487,3.319
2000-02-16,4.086,3.696,3.488,3.321
2000-02-17,4.096,3.702,3.489,3.319
2000-02-18,4.157,3.746,3.531,3.346
2000-02-19,4.157,3.746,3.531,3.346
2000-02-20,4.157,3.746,3.531,3.346
2000-02-21,4.208,3.803,3.612,3.429
2000-02-22,4.206,3.817,3.625,3.437
2000-02-23,4.192,3.818,3.632,3.453
2000-02-24,4.177,3.816,3.632,3.449
2000-02-25,4.113,3.777,3.598,3.408
2000-02-26,4.113,3.777,3.598,3.408
2000-02-27,4.113,3.777,3.598,3.408
2000-02-28,4.155,3.811,3.616,3.44
2000-02-29,4.156,3.823,3.634,3.458
2000-03-01,4.165,3.822,3.633,3.443
2000-03-02,4.191,3.837,3.642,3.459
2000-03-03,4.196,3.833,3.632,3.428
2000-03-04,4.196,3.833,3.632,3.428
2000-03-05,4.196,3.833,3.632,3.428
2000-03-06,4.215,3.843,3.64,3.433
2000-03-07,4.219,3.85,3.646,3.44
2000-03-08,4.248,3.875,3.669,3.475
2000-03-09,4.272,3.918,3.714,3.528
2000-03-10,4.261,3.925,3.736,3.55
2000-03-11,4.261,3.925,3.736,3.55
2000-03-12,4.261,3.925,3.736,3.55
2000-03-13,4.301,3.971,3.779,3.647
2000-03-14,4.306,3.979,3.786,3.648
2000-03-15,4.317,3.988,3.794,3.653
2000-03-16,4.327,3.995,3.805,3.662
2000-03-17,4.287,3.969,3.771,3.625
2000-03-18,4.287,3.969,3.771,3.625
2000-03-19,4.287,3.969,3.771,3.625
2000-03-20,4.27,3.957,3.769,3.623
2000-03-21,4.254,3.946,3.766,3.622
2000-03-22,4.257,3.946,3.766,3.627
2000-03-23,4.256,3.946,3.767,3.637
2000-03-24,4.262,3.95,3.772,3.642
2000-03-25,4.262,3.95,3.772,3.642
2000-03-26,4.262,3.95,3.772,3.642
2000-03-27,4.305,3.986,3.797,3.665
2000-03-28,4.306,3.989,3.812,3.673
2000-03-29,4.308,3.993,3.821,3.682
2000-03-30,4.326,4.014,3.834,3.698
2000-03-31,4.303,4.001,3.831,3.692
2000-04-01,4.303,4.001,3.831,3.692
2000-04-02,4.303,4.001,3.831,3.692
2000-04-03,4.304,4.002,3.833,3.694
2000-04-04,4.301,3.999,3.834,3.695
2000-04-05,4.285,3.993,3.832,3.692
2000-04-06,4.261,3.989,3.834,3.694
2000-04-07,4.295,4.018,3.861,3.735
2000-04-08,4.295,4.018,3.861,3.735
2000-04-09,4.295,4.018,3.861,3.735
2000-04-10,4.305,4.031,3.876,3.754
2000-04-11,4.316,4.045,3.901,3.777
2000-04-12,4.337,4.062,3.917,3.787
2000-04-13,4.348,4.074,3.923,3.786
2000-04-14,4.342,4.065,3.92,3.758
2000-04-15,4.342,4.065,3.92,3.758
2000-04-16,4.342,4.065,3.92,3.758
2000-04-17,4.329,4.063,3.918,3.763
2000-04-18,4.358,4.085,3.937,3.804
2000-04-19,4.375,4.106,3.948,3.824
2000-04-20,4.391,4.121,3.963,3.834
2000-04-21,4.391,4.121,3.963,3.834
2000-04-22,4.391,4.121,3.963,3.834
2000-04-23,4.391,4.121,3.963,3.834
2000-04-24,4.391,4.121,3.963,3.834
2000-04-25,4.456,4.166,3.998,3.881
2000-04-26,4.506,4.207,4.036,3.927
2000-04-27,4.487,4.2,4.03,3.899
2000-04-28,4.565,4.262,4.094,3.933
2000-04-29,4.565,4.262,4.094,3.933
2000-04-30,4.565,4.262,4.094,3.933
2000-05-01,4.565,4.262,4.094,3.933
2000-05-02,4.573,4.277,4.104,3.944
2000-05-03,4.673,4.353,4.183,4.002
2000-05-04,4.752,4.451,4.289,4.099
2000-05-05,4.783,4.49,4.323,4.148
2000-05-06,4.783,4.49,4.323,4.148
2000-05-07,4.783,4.49,4.323,4.148
2000-05-08,4.759,4.476,4.314,4.138
2000-05-09,4.756,4.472,4.319,4.141
2000-05-10,4.726,4.449,4.303,4.128
2000-05-11,4.725,4.436,4.288,4.106
2000-05-12,4.839,4.517,4.328,4.119
2000-05-13,4.839,4.517,4.328,4.119
2000-05-14,4.839,4.517,4.328,4.119
2000-05-15,4.842,4.521,4.329,4.126
2000-05-16,4.832,4.524,4.336,4.136
2000-05-17,4.939,4.625,4.432,4.234
2000-05-18,4.986,4.655,4.476,4.266
2000-05-19,4.975,4.653,4.461,4.238
2000-05-20,4.975,4.653,4.461,4.238
2000-05-21,4.975,4.653,4.461,4.238
2000-05-22,5.001,4.686,4.481,4.247
2000-05-23,4.972,4.664,4.471,4.251
2000-05-24,4.942,4.636,4.448,4.232
2000-05-25,4.928,4.627,4.428,4.217
2000-05-26,4.897,4.597,4.401,4.182
2000-05-27,4.897,4.597,4.401,4.182
2000-05-28,4.897,4.597,4.401,4.182
2000-05-29,4.89,4.596,4.397,4.185
2000-05-30,4.892,4.596,4.401,4.198
2000-05-31,4.985,4.665,4.453,4.253
2000-06-01,4.983,4.672,4.467,4.294
2000-06-02,4.96,4.654,4.465,4.275
2000-06-03,4.96,4.654,4.465,4.275
2000-06-04,4.96,4.654,4.465,4.275
2000-06-05,4.88,4.611,4.427,4.259
2000-06-06,4.875,4.613,4.428,4.26
2000-06-07,4.844,4.595,4.412,4.243
2000-06-08,4.844,4.595,4.416,4.242
2000-06-09,5.038,4.748,4.552,4.43
2000-06-10,5.038,4.748,4.552,4.43
2000-06-11,5.038,4.748,4.552,4.43
2000-06-12,5.013,4.733,4.549,4.426
2000-06-13,4.998,4.727,4.548,4.417
2000-06-14,4.969,4.698,4.534,4.402
2000-06-15,4.941,4.665,4.506,4.376
2000-06-16,4.915,4.63,4.476,4.365
2000-06-17,4.915,4.63,4.476,4.365
2000-06-18,4.915,4.63,4.476,4.365
2000-06-19,4.89,4.618,4.47,4.361
2000-06-20,4.925,4.64,4.486,4.381
2000-06-21,4.98,4.681,4.518,4.427
2000-06-22,4.988,4.687,4.518,4.419
2000-06-23,5.007,4.701,4.529,4.423
2000-06-24,5.007,4.701,4.529,4.423
2000-06-25,5.007,4.701,4.529,4.423
2000-06-26,5.035,4.716,4.544,4.443
2000-06-27,5.036,4.718,4.551,4.443
2000-06-28,5.025,4.716,4.547,4.425
2000-06-29,5.045,4.786,4.548,4.417
2000-06-30,5.037,4.78,4.547,4.417
2000-07-01,5.037,4.78,4.547,4.417
2000-07-02,5.037,4.78,4.547,4.417
2000-07-03,5.041,4.782,4.551,4.423
2000-07-04,5.041,4.78,4.547,4.414
2000-07-05,5.042,4.78,4.544,4.407
2000-07-06,5.005,4.766,4.535,4.405
2000-07-07,5.031,4.771,4.538,4.402
2000-07-08,5.031,4.771,4.538,4.402
2000-07-09,5.031,4.771,4.538,4.402
2000-07-10,5.026,4.77,4.537,4.4
2000-07-11,5.031,4.775,4.539,4.399
2000-07-12,5.044,4.778,4.541,4.398
2000-07-13,5.084,4.794,4.548,4.391
2000-07-14,5.106,4.813,4.558,4.391
2000-07-15,5.106,4.813,4.558,4.391
2000-07-16,5.106,4.813,4.558,4.391
2000-07-17,5.138,4.836,4.562,4.393
2000-07-18,5.134,4.836,4.566,4.394
2000-07-19,5.198,4.896,4.625,4.42
2000-07-20,5.195,4.902,4.636,4.421
2000-07-21,5.142,4.88,4.624,4.416
2000-07-22,5.142,4.88,4.624,4.416
2000-07-23,5.142,4.88,4.624,4.416
2000-07-24,5.149,4.895,4.624,4.415
2000-07-25,5.149,4.896,4.626,4.412
2000-07-26,5.146,4.894,4.631,4.411
2000-07-27,5.153,4.898,4.63,4.413
2000-07-28,5.174,4.912,4.638,4.419
2000-07-29,5.174,4.912,4.638,4.419
2000-07-30,5.174,4.912,4.638,4.419
2000-07-31,5.177,4.92,4.641,4.417
2000-08-01,5.164,4.916,4.636,4.416
2000-08-02,5.161,4.917,4.639,4.417
2000-08-03,5.169,4.922,4.642,4.417
2000-08-04,5.166,4.917,4.644,4.416
2000-08-05,5.166,4.917,4.644,4.416
2000-08-06,5.166,4.917,4.644,4.416
2000-08-07,5.143,4.902,4.639,4.414
2000-08-08,5.126,4.895,4.637,4.406
2000-08-09,5.138,4.898,4.644,4.406
2000-08-10,5.145,4.901,4.648,4.408
2000-08-11,5.188,4.946,4.711,4.465
2000-08-12,5.188,4.946,4.711,4.465
2000-08-13,5.188,4.946,4.711,4.465
2000-08-14,5.25,5.004,4.784,4.554
2000-08-15,5.252,5.014,4.786,4.564
2000-08-16,5.29,5.046,4.824,4.598
2000-08-17,5.306,5.067,4.841,4.63
2000-08-18,5.29,5.055,4.832,4.626
2000-08-19,5.29,5.055,4.832,4.626
2000-08-20,5.29,5.055,4.832,4.626
2000-08-21,5.32,5.072,4.844,4.642
2000-08-22,5.337,5.094,4.871,4.686
2000-08-23,5.325,5.089,4.87,4.682
2000-08-24,5.299,5.08,4.864,4.675
2000-08-25,5.328,5.104,4.902,4.736
2000-08-26,5.328,5.104,4.902,4.736
2000-08-27,5.328,5.104,4.902,4.736
2000-08-28,5.341,5.116,4.919,4.78
2000-08-29,5.339,5.111,4.915,4.781
2000-08-30,5.324,5.094,4.893,4.75
2000-08-31,5.313,5.092,4.888,4.741
2000-09-01,5.261,5.044,4.829,4.664
