date,euribor_12_month,euribor_6_month,euribor_3_month,euribor_1_month
2004-03-17,2.07,2.047,2.052,2.052
2004-03-18,2.042,2.02,2.04,2.046
2004-03-19,2.04,2.01,2.034,2.043
2004-03-20,2.04,2.01,2.034,2.043
2004-03-21,2.04,2.01,2.034,2.043
2004-03-22,2.025,2.001,2.025,2.042
2004-03-23,2.027,1.997,2.021,2.042
2004-03-24,2.019,1.996,2.017,2.044
2004-03-25,1.963,1.947,1.989,2.028
2004-03-26,1.947,1.923,1.967,2.02
2004-03-27,1.947,1.923,1.967,2.02
2004-03-28,1.947,1.923,1.967,2.02
2004-03-29,1.96,1.924,1.957,2.016
2004-03-30,1.967,1.933,1.958,2.025
2004-03-31,1.983,1.936,1.958,2.024
2004-04-01,1.978,1.936,1.96,2.022
2004-04-02,2.07,2.018,2.025,2.047
2004-04-03,2.07,2.018,2.025,2.047
2004-04-04,2.07,2.018,2.025,2.047
2004-04-05,2.161,2.067,2.054,2.058
2004-04-06,2.133,2.048,2.051,2.057
2004-04-07,2.113,2.038,2.038,2.053
2004-04-08,2.119,2.036,2.036,2.052
2004-04-09,2.119,2.036,2.036,2.052
2004-04-10,2.119,2.036,2.036,2.052
2004-04-11,2.119,2.036,2.036,2.052
2004-04-12,2.119,2.036,2.036,2.052
2004-04-13,2.143,2.044,2.038,2.053
2004-04-14,2.165,2.06,2.048,2.053
2004-04-15,2.172,2.064,2.051,2.053
2004-04-16,2.171,2.064,2.053,2.054
2004-04-17,2.171,2.064,2.053,2.054
2004-04-18,2.171,2.064,2.053,2.054
2004-04-19,2.154,2.056,2.052,2.053
2004-04-20,2.177,2.066,2.052,2.054
2004-04-21,2.201,2.084,2.066,2.054
2004-04-22,2.189,2.079,2.059,2.054
2004-04-23,2.169,2.07,2.056,2.053
2004-04-24,2.169,2.07,2.056,2.053
2004-04-25,2.169,2.07,2.056,2.053
2004-04-26,2.226,2.096,2.064,2.054
2004-04-27,2.209,2.091,2.063,2.055
2004-04-28,2.214,2.094,2.064,2.055
2004-04-29,2.25,2.111,2.072,2.056
2004-04-30,2.239,2.106,2.073,2.056
2004-05-01,2.239,2.106,2.073,2.056
2004-05-02,2.239,2.106,2.073,2.056
2004-05-03,2.23,2.105,2.072,2.056
2004-05-04,2.223,2.103,2.073,2.056
2004-05-05,2.21,2.097,2.072,2.059
2004-05-06,2.222,2.099,2.074,2.057
2004-05-07,2.274,2.126,2.081,2.056
2004-05-08,2.274,2.126,2.081,2.056
2004-05-09,2.274,2.126,2.081,2.056
2004-05-10,2.313,2.143,2.086,2.061
2004-05-11,2.319,2.147,2.085,2.063
2004-05-12,2.309,2.14,2.084,2.059
2004-05-13,2.335,2.153,2.093,2.063
2004-05-14,2.356,2.164,2.094,2.063
2004-05-15,2.356,2.164,2.094,2.063
2004-05-16,2.356,2.164,2.094,2.063
2004-05-17,2.292,2.135,2.09,2.062
2004-05-18,2.308,2.142,2.091,2.062
2004-05-19,2.321,2.146,2.091,2.062
2004-05-20,2.333,2.149,2.091,2.062
2004-05-21,2.313,2.144,2.09,2.061
2004-05-22,2.313,2.144,2.09,2.061
2004-05-23,2.313,2.144,2.09,2.061
2004-05-24,2.344,2.154,2.093,2.063
2004-05-25,2.323,2.147,2.092,2.063
2004-05-26,2.324,2.146,2.09,2.063
2004-05-27,2.304,2.141,2.087,2.063
2004-05-28,2.286,2.134,2.087,2.063
2004-05-29,2.286,2.134,2.087,2.063
2004-05-30,2.286,2.134,2.087,2.063
2004-05-31,2.307,2.142,2.087,2.063
2004-06-01,2.332,2.151,2.087,2.064
2004-06-02,2.337,2.153,2.089,2.067
2004-06-03,2.366,2.167,2.096,2.074
2004-06-04,2.361,2.17,2.101,2.075
2004-06-05,2.361,2.17,2.101,2.075
2004-06-06,2.361,2.17,2.101,2.075
2004-06-07,2.363,2.169,2.102,2.078
2004-06-08,2.351,2.164,2.102,2.077
2004-06-09,2.352,2.165,2.103,2.077
2004-06-10,2.386,2.178,2.109,2.077
2004-06-11,2.426,2.199,2.112,2.078
2004-06-12,2.426,2.199,2.112,2.078
2004-06-13,2.426,2.199,2.112,2.078
2004-06-14,2.471,2.214,2.115,2.079
2004-06-15,2.479,2.214,2.121,2.082
2004-06-16,2.404,2.198,2.119,2.082
2004-06-17,2.463,2.212,2.122,2.082
2004-06-18,2.445,2.207,2.123,2.079
2004-06-19,2.445,2.207,2.123,2.079
2004-06-20,2.445,2.207,2.123,2.079
2004-06-21,2.448,2.211,2.124,2.078
2004-06-22,2.438,2.205,2.123,2.077
2004-06-23,2.439,2.209,2.123,2.076
2004-06-24,2.413,2.196,2.122,2.075
2004-06-25,2.413,2.196,2.122,2.075
2004-06-26,2.413,2.196,2.122,2.075
2004-06-27,2.413,2.196,2.122,2.075
2004-06-28,2.387,2.185,2.121,2.075
2004-06-29,2.426,2.199,2.123,2.074
2004-06-30,2.426,2.195,2.12,2.075
2004-07-01,2.387,2.184,2.116,2.074
2004-07-02,2.366,2.177,2.116,2.075
2004-07-03,2.366,2.177,2.116,2.075
2004-07-04,2.366,2.177,2.116,2.075
2004-07-05,2.339,2.169,2.114,2.075
2004-07-06,2.335,2.166,2.115,2.074
2004-07-07,2.343,2.174,2.114,2.074
2004-07-08,2.33,2.175,2.114,2.075
2004-07-09,2.331,2.174,2.114,2.075
2004-07-10,2.331,2.174,2.114,2.075
2004-07-11,2.331,2.174,2.114,2.075
2004-07-12,2.332,2.176,2.114,2.074
2004-07-13,2.348,2.185,2.115,2.074
2004-07-14,2.348,2.183,2.115,2.076
2004-07-15,2.357,2.187,2.115,2.075
2004-07-16,2.36,2.186,2.115,2.075
2004-07-17,2.36,2.186,2.115,2.075
2004-07-18,2.36,2.186,2.115,2.075
2004-07-19,2.321,2.181,2.115,2.074
2004-07-20,2.32,2.176,2.115,2.074
2004-07-21,2.365,2.195,2.12,2.074
2004-07-22,2.378,2.203,2.12,2.078
2004-07-23,2.38,2.201,2.12,2.078
2004-07-24,2.38,2.201,2.12,2.078
2004-07-25,2.38,2.201,2.12,2.078
2004-07-26,2.382,2.202,2.117,2.079
2004-07-27,2.404,2.209,2.117,2.079
2004-07-28,2.418,2.215,2.118,2.079
2004-07-29,2.412,2.211,2.118,2.075
2004-07-30,2.387,2.201,2.116,2.076
2004-07-31,2.387,2.201,2.116,2.076
2004-08-01,2.387,2.201,2.116,2.076
2004-08-02,2.353,2.185,2.115,2.075
2004-08-03,2.363,2.191,2.116,2.075
2004-08-04,2.348,2.185,2.116,2.076
2004-08-05,2.344,2.186,2.116,2.077
2004-08-06,2.322,2.177,2.115,2.074
2004-08-07,2.322,2.177,2.115,2.074
2004-08-08,2.322,2.177,2.115,2.074
2004-08-09,2.28,2.158,2.112,2.072
2004-08-10,2.284,2.163,2.112,2.075
2004-08-11,2.298,2.168,2.113,2.079
2004-08-12,2.295,2.166,2.114,2.078
2004-08-13,2.276,2.159,2.112,2.079
2004-08-14,2.276,2.159,2.112,2.079
2004-08-15,2.276,2.159,2.112,2.079
2004-08-16,2.268,2.156,2.113,2.08
2004-08-17,2.282,2.161,2.113,2.08
2004-08-18,2.272,2.161,2.114,2.081
2004-08-19,2.285,2.162,2.114,2.079
2004-08-20,2.27,2.161,2.114,2.077
2004-08-21,2.27,2.161,2.114,2.077
2004-08-22,2.27,2.161,2.114,2.077
2004-08-23,2.285,2.163,2.114,2.077
2004-08-24,2.315,2.173,2.115,2.076
2004-08-25,2.308,2.172,2.115,2.077
2004-08-26,2.306,2.17,2.116,2.077
2004-08-27,2.29,2.166,2.115,2.076
2004-08-28,2.29,2.166,2.115,2.076
2004-08-29,2.29,2.166,2.115,2.076
2004-08-30,2.304,2.171,2.115,2.077
2004-08-31,2.296,2.166,2.115,2.076
2004-09-01,2.275,2.162,2.115,2.076
2004-09-02,2.284,2.165,2.111,2.075
2004-09-03,2.347,2.188,2.114,2.075
2004-09-04,2.347,2.188,2.114,2.075
2004-09-05,2.347,2.188,2.114,2.075
2004-09-06,2.399,2.207,2.116,2.075
2004-09-07,2.388,2.202,2.116,2.075
2004-09-08,2.427,2.214,2.115,2.075
2004-09-09,2.395,2.204,2.116,2.075
2004-09-10,2.384,2.2,2.116,2.076
2004-09-11,2.384,2.2,2.116,2.076
2004-09-12,2.384,2.2,2.116,2.076
2004-09-13,2.405,2.207,2.116,2.076
2004-09-14,2.394,2.205,2.116,2.077
2004-09-15,2.388,2.202,2.116,2.076
2004-09-16,2.404,2.206,2.116,2.078
2004-09-17,2.372,2.203,2.116,2.079
2004-09-18,2.372,2.203,2.116,2.079
2004-09-19,2.372,2.203,2.116,2.079
2004-09-20,2.385,2.204,2.115,2.079
2004-09-21,2.388,2.204,2.116,2.08
2004-09-22,2.387,2.205,2.116,2.081
2004-09-23,2.37,2.2,2.116,2.08
2004-09-24,2.377,2.204,2.116,2.081
2004-09-25,2.377,2.204,2.116,2.081
2004-09-26,2.377,2.204,2.116,2.081
2004-09-27,2.379,2.204,2.116,2.081
2004-09-28,2.37,2.2,2.116,2.081
2004-09-29,2.385,2.209,2.149,2.081
2004-09-30,2.392,2.212,2.15,2.08
2004-10-01,2.372,2.208,2.148,2.079
2004-10-02,2.372,2.208,2.148,2.079
2004-10-03,2.372,2.208,2.148,2.079
2004-10-04,2.377,2.207,2.149,2.08
2004-10-05,2.385,2.209,2.149,2.083
2004-10-06,2.378,2.211,2.15,2.086
2004-10-07,2.388,2.214,2.15,2.085
2004-10-08,2.355,2.2,2.149,2.084
2004-10-09,2.355,2.2,2.149,2.084
2004-10-10,2.355,2.2,2.149,2.084
2004-10-11,2.324,2.187,2.146,2.083
2004-10-12,2.314,2.186,2.146,2.082
2004-10-13,2.317,2.186,2.148,2.084
2004-10-14,2.301,2.184,2.147,2.084
2004-10-15,2.3,2.184,2.146,2.085
2004-10-16,2.3,2.184,2.146,2.085
2004-10-17,2.3,2.184,2.146,2.085
2004-10-18,2.282,2.175,2.145,2.085
2004-10-19,2.29,2.178,2.144,2.088
2004-10-20,2.273,2.175,2.144,2.089
2004-10-21,2.272,2.176,2.145,2.089
2004-10-22,2.285,2.182,2.145,2.089
2004-10-23,2.285,2.182,2.145,2.089
2004-10-24,2.285,2.182,2.145,2.089
2004-10-25,2.265,2.178,2.145,2.089
2004-10-26,2.265,2.183,2.147,2.091
2004-10-27,2.28,2.185,2.146,2.092
2004-10-28,2.308,2.199,2.152,2.091
2004-10-29,2.307,2.196,2.153,2.092
2004-10-30,2.307,2.196,2.153,2.092
2004-10-31,2.307,2.196,2.153,2.092
2004-11-01,2.3,2.195,2.152,2.093
2004-11-02,2.314,2.199,2.153,2.093
2004-11-03,2.338,2.208,2.158,2.094
2004-11-04,2.317,2.205,2.161,2.107
2004-11-05,2.323,2.206,2.161,2.097
2004-11-06,2.323,2.206,2.161,2.097
2004-11-07,2.323,2.206,2.161,2.097
2004-11-08,2.386,2.236,2.169,2.101
2004-11-09,2.38,2.239,2.17,2.101
2004-11-10,2.366,2.235,2.171,2.1
2004-11-11,2.347,2.229,2.172,2.101
2004-11-12,2.314,2.211,2.172,2.103
2004-11-13,2.314,2.211,2.172,2.103
2004-11-14,2.314,2.211,2.172,2.103
2004-11-15,2.305,2.208,2.173,2.103
2004-11-16,2.329,2.218,2.174,2.103
2004-11-17,2.333,2.222,2.174,2.104
2004-11-18,2.327,2.221,2.176,2.105
2004-11-19,2.346,2.228,2.176,2.104
2004-11-20,2.346,2.228,2.176,2.104
2004-11-21,2.346,2.228,2.176,2.104
2004-11-22,2.339,2.229,2.177,2.105
2004-11-23,2.34,2.227,2.177,2.112
2004-11-24,2.324,2.224,2.176,2.114
2004-11-25,2.303,2.213,2.176,2.116
2004-11-26,2.296,2.209,2.177,2.118
2004-11-27,2.296,2.209,2.177,2.118
2004-11-28,2.296,2.209,2.177,2.118
2004-11-29,2.294,2.209,2.176,2.174
2004-11-30,2.302,2.21,2.176,2.174
2004-12-01,2.278,2.2,2.174,2.169
2004-12-02,2.265,2.196,2.172,2.165
2004-12-03,2.326,2.217,2.174,2.165
2004-12-04,2.326,2.217,2.174,2.165
2004-12-05,2.326,2.217,2.174,2.165
2004-12-06,2.261,2.193,2.17,2.165
2004-12-07,2.254,2.187,2.171,2.165
2004-12-08,2.261,2.19,2.17,2.166
2004-12-09,2.26,2.189,2.17,2.166
2004-12-10,2.269,2.197,2.173,2.167
2004-12-11,2.269,2.197,2.173,2.167
2004-12-12,2.269,2.197,2.173,2.167
2004-12-13,2.266,2.196,2.174,2.168
2004-12-14,2.263,2.195,2.175,2.174
2004-12-15,2.264,2.197,2.175,2.175
2004-12-16,2.266,2.197,2.175,2.174
2004-12-17,2.307,2.206,2.175,2.174
2004-12-18,2.307,2.206,2.175,2.174
2004-12-19,2.307,2.206,2.175,2.174
2004-12-20,2.312,2.212,2.177,2.174
2004-12-21,2.315,2.215,2.176,2.175
2004-12-22,2.344,2.223,2.176,2.175
2004-12-23,2.34,2.222,2.178,2.174
2004-12-24,2.33,2.219,2.178,2.173
2004-12-25,2.33,2.219,2.178,2.173
2004-12-26,2.33,2.219,2.178,2.173
2004-12-27,2.326,2.218,2.178,2.174
2004-12-28,2.334,2.218,2.179,2.174
2004-12-29,2.366,2.229,2.18,2.171
2004-12-30,2.361,2.218,2.158,2.13
2004-12-31,2.356,2.215,2.155,2.128
2005-01-01,2.356,2.215,2.155,2.128
2005-01-02,2.356,2.215,2.155,2.128
2005-01-03,2.343,2.209,2.154,2.125
2005-01-04,2.351,2.21,2.151,2.123
2005-01-05,2.362,2.208,2.151,2.116
2005-01-06,2.356,2.207,2.15,2.116
2005-01-07,2.315,2.193,2.146,2.114
2005-01-08,2.315,2.193,2.146,2.114
2005-01-09,2.315,2.193,2.146,2.114
2005-01-10,2.326,2.198,2.146,2.114
2005-01-11,2.31,2.194,2.146,2.115
2005-01-12,2.326,2.199,2.145,2.113
2005-01-13,2.329,2.201,2.144,2.107
2005-01-14,2.296,2.187,2.144,2.106
2005-01-15,2.296,2.187,2.144,2.106
2005-01-16,2.296,2.187,2.144,2.106
2005-01-17,2.288,2.183,2.143,2.11
2005-01-18,2.295,2.185,2.144,2.109
2005-01-19,2.288,2.184,2.143,2.107
2005-01-20,2.297,2.186,2.144,2.108
2005-01-21,2.306,2.188,2.143,2.107
2005-01-22,2.306,2.188,2.143,2.107
2005-01-23,2.306,2.188,2.143,2.107
2005-01-24,2.287,2.184,2.143,2.107
2005-01-25,2.287,2.181,2.144,2.107
2005-01-26,2.29,2.181,2.143,2.107
2005-01-27,2.31,2.186,2.144,2.107
2005-01-28,2.305,2.185,2.144,2.106
2005-01-29,2.305,2.185,2.144,2.106
2005-01-30,2.305,2.185,2.144,2.106
2005-01-31,2.287,2.183,2.142,2.107
2005-02-01,2.288,2.183,2.142,2.106
2005-02-02,2.285,2.181,2.141,2.104
2005-02-03,2.315,2.192,2.144,2.105
2005-02-04,2.315,2.19,2.142,2.105
2005-02-05,2.315,2.19,2.142,2.105
2005-02-06,2.315,2.19,2.142,2.105
2005-02-07,2.304,2.184,2.142,2.105
2005-02-08,2.315,2.189,2.141,2.105
2005-02-09,2.301,2.181,2.142,2.105
2005-02-10,2.284,2.176,2.14,2.105
2005-02-11,2.281,2.174,2.14,2.104
2005-02-12,2.281,2.174,2.14,2.104
2005-02-13,2.281,2.174,2.14,2.104
2005-02-14,2.287,2.175,2.139,2.104
2005-02-15,2.3,2.178,2.136,2.105
2005-02-16,2.301,2.178,2.135,2.104
2005-02-17,2.315,2.182,2.135,2.103
2005-02-18,2.308,2.177,2.135,2.102
2005-02-19,2.308,2.177,2.135,2.102
2005-02-20,2.308,2.177,2.135,2.102
2005-02-21,2.333,2.186,2.135,2.102
2005-02-22,2.326,2.189,2.135,2.102
2005-02-23,2.331,2.194,2.135,2.103
2005-02-24,2.335,2.193,2.136,2.102
2005-02-25,2.341,2.195,2.136,2.103
2005-02-26,2.341,2.195,2.136,2.103
2005-02-27,2.341,2.195,2.136,2.103
2005-02-28,2.335,2.195,2.136,2.104
2005-03-01,2.344,2.199,2.136,2.103
2005-03-02,2.337,2.195,2.135,2.103
2005-03-03,2.336,2.195,2.135,2.102
2005-03-04,2.323,2.187,2.134,2.103
2005-03-05,2.323,2.187,2.134,2.103
2005-03-06,2.323,2.187,2.134,2.103
2005-03-07,2.293,2.178,2.133,2.102
2005-03-08,2.285,2.176,2.134,2.099
2005-03-09,2.284,2.174,2.134,2.101
2005-03-10,2.306,2.176,2.134,2.103
2005-03-11,2.306,2.177,2.135,2.102
2005-03-12,2.306,2.177,2.135,2.102
2005-03-13,2.306,2.177,2.135,2.102
2005-03-14,2.308,2.178,2.135,2.103
2005-03-15,2.308,2.177,2.135,2.103
2005-03-16,2.305,2.176,2.135,2.103
2005-03-17,2.328,2.184,2.136,2.104
2005-03-18,2.334,2.186,2.135,2.104
2005-03-19,2.334,2.186,2.135,2.104
2005-03-20,2.334,2.186,2.135,2.104
2005-03-21,2.356,2.195,2.135,2.103
2005-03-22,2.363,2.203,2.138,2.103
2005-03-23,2.395,2.218,2.142,2.104
2005-03-24,2.384,2.216,2.143,2.104
2005-03-25,2.384,2.216,2.143,2.104
2005-03-26,2.384,2.216,2.143,2.104
2005-03-27,2.384,2.216,2.143,2.104
2005-03-28,2.384,2.216,2.143,2.104
2005-03-29,2.393,2.216,2.144,2.105
2005-03-30,2.383,2.215,2.146,2.104
2005-03-31,2.359,2.207,2.147,2.105
2005-04-01,2.335,2.201,2.147,2.104
2005-04-02,2.335,2.201,2.147,2.104
2005-04-03,2.335,2.201,2.147,2.104
2005-04-04,2.322,2.195,2.147,2.105
2005-04-05,2.327,2.198,2.147,2.104
2005-04-06,2.319,2.194,2.148,2.105
2005-04-07,2.311,2.193,2.146,2.106
2005-04-08,2.299,2.184,2.144,2.106
2005-04-09,2.299,2.184,2.144,2.106
2005-04-10,2.299,2.184,2.144,2.106
2005-04-11,2.286,2.179,2.142,2.105
2005-04-12,2.284,2.174,2.14,2.105
2005-04-13,2.279,2.176,2.138,2.106
2005-04-14,2.272,2.172,2.137,2.105
2005-04-15,2.252,2.165,2.136,2.105
2005-04-16,2.252,2.165,2.136,2.105
2005-04-17,2.252,2.165,2.136,2.105
2005-04-18,2.231,2.162,2.134,2.105
2005-04-19,2.246,2.163,2.134,2.105
2005-04-20,2.239,2.163,2.135,2.105
2005-04-21,2.231,2.16,2.133,2.104
2005-04-22,2.236,2.162,2.133,2.104
2005-04-23,2.236,2.162,2.133,2.104
2005-04-24,2.236,2.162,2.133,2.104
2005-04-25,2.226,2.155,2.129,2.103
2005-04-26,2.227,2.157,2.129,2.103
2005-04-27,2.229,2.161,2.129,2.104
2005-04-28,2.211,2.153,2.128,2.105
2005-04-29,2.205,2.15,2.126,2.104
2005-04-30,2.205,2.15,2.126,2.104
2005-05-01,2.205,2.15,2.126,2.104
2005-05-02,2.202,2.147,2.126,2.105
2005-05-03,2.197,2.147,2.126,2.105
2005-05-04,2.184,2.141,2.125,2.104
2005-05-05,2.193,2.143,2.126,2.105
2005-05-06,2.186,2.138,2.125,2.104
2005-05-07,2.186,2.138,2.125,2.104
2005-05-08,2.186,2.138,2.125,2.104
2005-05-09,2.204,2.146,2.128,2.104
2005-05-10,2.192,2.144,2.125,2.104
2005-05-11,2.184,2.14,2.125,2.104
2005-05-12,2.194,2.145,2.126,2.105
2005-05-13,2.193,2.144,2.125,2.104
2005-05-14,2.193,2.144,2.125,2.104
2005-05-15,2.193,2.144,2.125,2.104
2005-05-16,2.2,2.146,2.126,2.105
2005-05-17,2.201,2.146,2.126,2.104
2005-05-18,2.2,2.146,2.126,2.103
2005-05-19,2.199,2.147,2.125,2.103
2005-05-20,2.212,2.149,2.126,2.104
2005-05-21,2.212,2.149,2.126,2.104
2005-05-22,2.212,2.149,2.126,2.104
2005-05-23,2.229,2.154,2.126,2.104
2005-05-24,2.204,2.147,2.126,2.104
2005-05-25,2.184,2.144,2.125,2.103
2005-05-26,2.174,2.139,2.125,2.104
2005-05-27,2.174,2.14,2.125,2.104
2005-05-28,2.174,2.14,2.125,2.104
2005-05-29,2.174,2.14,2.125,2.104
2005-05-30,2.173,2.139,2.124,2.104
2005-05-31,2.173,2.138,2.127,2.105
2005-06-01,2.14,2.127,2.124,2.104
2005-06-02,2.123,2.116,2.115,2.104
2005-06-03,2.126,2.118,2.115,2.104
2005-06-04,2.126,2.118,2.115,2.104
2005-06-05,2.126,2.118,2.115,2.104
2005-06-06,2.125,2.117,2.116,2.104
2005-06-07,2.121,2.116,2.116,2.104
2005-06-08,2.101,2.107,2.113,2.103
2005-06-09,2.104,2.109,2.113,2.104
2005-06-10,2.104,2.108,2.114,2.104
2005-06-11,2.104,2.108,2.114,2.104
2005-06-12,2.104,2.108,2.114,2.104
2005-06-13,2.101,2.106,2.111,2.104
2005-06-14,2.105,2.11,2.111,2.105
2005-06-15,2.11,2.111,2.112,2.105
2005-06-16,2.153,2.124,2.116,2.104
2005-06-17,2.136,2.124,2.116,2.104
2005-06-18,2.136,2.124,2.116,2.104
2005-06-19,2.136,2.124,2.116,2.104
2005-06-20,2.137,2.122,2.116,2.104
2005-06-21,2.092,2.101,2.108,2.104
2005-06-22,2.065,2.085,2.104,2.103
2005-06-23,2.057,2.084,2.102,2.103
2005-06-24,2.059,2.086,2.104,2.104
2005-06-25,2.059,2.086,2.104,2.104
2005-06-26,2.059,2.086,2.104,2.104
2005-06-27,2.068,2.093,2.104,2.103
2005-06-28,2.068,2.093,2.103,2.104
2005-06-29,2.085,2.098,2.104,2.104
2005-06-30,2.082,2.097,2.106,2.104
2005-07-01,2.091,2.104,2.107,2.104
2005-07-02,2.091,2.104,2.107,2.104
2005-07-03,2.091,2.104,2.107,2.104
2005-07-04,2.121,2.115,2.111,2.104
2005-07-05,2.145,2.125,2.114,2.104
2005-07-06,2.145,2.124,2.115,2.105
2005-07-07,2.142,2.122,2.114,2.105
2005-07-08,2.14,2.121,2.114,2.107
2005-07-09,2.14,2.121,2.114,2.107
2005-07-10,2.14,2.121,2.114,2.107
2005-07-11,2.152,2.126,2.115,2.108
2005-07-12,2.164,2.133,2.117,2.107
2005-07-13,2.174,2.139,2.119,2.107
2005-07-14,2.177,2.14,2.119,2.106
2005-07-15,2.192,2.142,2.122,2.106
2005-07-16,2.192,2.142,2.122,2.106
2005-07-17,2.192,2.142,2.122,2.106
2005-07-18,2.185,2.142,2.123,2.106
2005-07-19,2.193,2.144,2.123,2.106
2005-07-20,2.192,2.144,2.124,2.106
2005-07-21,2.185,2.143,2.123,2.106
2005-07-22,2.187,2.142,2.124,2.106
2005-07-23,2.187,2.142,2.124,2.106
2005-07-24,2.187,2.142,2.124,2.106
2005-07-25,2.183,2.143,2.124,2.106
2005-07-26,2.185,2.143,2.125,2.106
2005-07-27,2.187,2.144,2.126,2.108
2005-07-28,2.193,2.143,2.124,2.109
2005-07-29,2.195,2.146,2.125,2.112
2005-07-30,2.195,2.146,2.125,2.112
2005-07-31,2.195,2.146,2.125,2.112
2005-08-01,2.221,2.156,2.126,2.111
2005-08-02,2.222,2.156,2.127,2.112
2005-08-03,2.236,2.158,2.131,2.112
2005-08-04,2.233,2.158,2.131,2.112
2005-08-05,2.241,2.162,2.132,2.112
2005-08-06,2.241,2.162,2.132,2.112
2005-08-07,2.241,2.162,2.132,2.112
2005-08-08,2.255,2.165,2.133,2.113
2005-08-09,2.262,2.17,2.134,2.113
2005-08-10,2.258,2.169,2.134,2.113
2005-08-11,2.263,2.17,2.134,2.114
2005-08-12,2.24,2.166,2.134,2.114
2005-08-13,2.24,2.166,2.134,2.114
2005-08-14,2.24,2.166,2.134,2.114
2005-08-15,2.228,2.162,2.135,2.114
2005-08-16,2.226,2.161,2.135,2.114
2005-08-17,2.205,2.156,2.134,2.114
2005-08-18,2.196,2.154,2.132,2.112
2005-08-19,2.188,2.153,2.132,2.111
2005-08-20,2.188,2.153,2.132,2.111
2005-08-21,2.188,2.153,2.132,2.111
2005-08-22,2.194,2.154,2.132,2.111
2005-08-23,2.193,2.152,2.133,2.11
2005-08-24,2.204,2.158,2.132,2.112
2005-08-25,2.214,2.161,2.133,2.113
2005-08-26,2.205,2.156,2.132,2.113
2005-08-27,2.205,2.156,2.132,2.113
2005-08-28,2.205,2.156,2.132,2.113
2005-08-29,2.209,2.156,2.133,2.114
2005-08-30,2.224,2.16,2.134,2.114
2005-08-31,2.209,2.156,2.134,2.112
2005-09-01,2.197,2.155,2.133,2.112
2005-09-02,2.154,2.142,2.13,2.112
2005-09-03,2.154,2.142,2.13,2.112
2005-09-04,2.154,2.142,2.13,2.112
2005-09-05,2.154,2.14,2.131,2.112
2005-09-06,2.174,2.146,2.132,2.113
2005-09-07,2.178,2.149,2.134,2.114
2005-09-08,2.179,2.152,2.134,2.114
2005-09-09,2.188,2.155,2.134,2.114
2005-09-10,2.188,2.155,2.134,2.114
2005-09-11,2.188,2.155,2.134,2.114
2005-09-12,2.204,2.162,2.134,2.113
2005-09-13,2.223,2.168,2.136,2.115
2005-09-14,2.218,2.166,2.135,2.114
2005-09-15,2.231,2.172,2.136,2.115
2005-09-16,2.234,2.173,2.136,2.115
2005-09-17,2.234,2.173,2.136,2.115
2005-09-18,2.234,2.173,2.136,2.115
2005-09-19,2.229,2.17,2.136,2.114
2005-09-20,2.221,2.165,2.136,2.114
2005-09-21,2.221,2.167,2.136,2.114
2005-09-22,2.205,2.165,2.135,2.114
2005-09-23,2.216,2.166,2.136,2.114
2005-09-24,2.216,2.166,2.136,2.114
2005-09-25,2.216,2.166,2.136,2.114
2005-09-26,2.256,2.178,2.141,2.117
2005-09-27,2.266,2.184,2.144,2.119
2005-09-28,2.276,2.188,2.146,2.122
2005-09-29,2.283,2.194,2.17,2.121
2005-09-30,2.322,2.209,2.176,2.122
2005-10-01,2.322,2.209,2.176,2.122
2005-10-02,2.322,2.209,2.176,2.122
2005-10-03,2.334,2.216,2.178,2.122
2005-10-04,2.338,2.219,2.181,2.121
2005-10-05,2.334,2.218,2.183,2.123
2005-10-06,2.337,2.218,2.183,2.123
2005-10-07,2.384,2.255,2.192,2.124
2005-10-08,2.384,2.255,2.192,2.124
2005-10-09,2.384,2.255,2.192,2.124
2005-10-10,2.379,2.256,2.191,2.123
2005-10-11,2.39,2.261,2.192,2.123
2005-10-12,2.386,2.256,2.186,2.121
2005-10-13,2.385,2.253,2.185,2.12
2005-10-14,2.385,2.249,2.185,2.121
2005-10-15,2.385,2.249,2.185,2.121
2005-10-16,2.385,2.249,2.185,2.121
2005-10-17,2.409,2.264,2.187,2.121
2005-10-18,2.424,2.271,2.188,2.12
2005-10-19,2.416,2.273,2.188,2.12
2005-10-20,2.415,2.269,2.187,2.117
2005-10-21,2.428,2.277,2.186,2.116
2005-10-22,2.428,2.277,2.186,2.116
2005-10-23,2.428,2.277,2.186,2.116
2005-10-24,2.421,2.272,2.185,2.115
2005-10-25,2.432,2.279,2.186,2.116
2005-10-26,2.489,2.32,2.209,2.12
2005-10-27,2.505,2.336,2.24,2.122
2005-10-28,2.542,2.373,2.254,2.126
2005-10-29,2.542,2.373,2.254,2.126
2005-10-30,2.542,2.373,2.254,2.126
2005-10-31,2.552,2.378,2.263,2.125
2005-11-01,2.551,2.38,2.264,2.125
2005-11-02,2.57,2.387,2.264,2.124
2005-11-03,2.6,2.414,2.273,2.132
2005-11-04,2.605,2.407,2.265,2.125
2005-11-05,2.605,2.407,2.265,2.125
2005-11-06,2.605,2.407,2.265,2.125
2005-11-07,2.639,2.436,2.274,2.132
2005-11-08,2.683,2.471,2.297,2.145
2005-11-09,2.652,2.448,2.305,2.155
2005-11-10,2.683,2.48,2.324,2.171
2005-11-11,2.675,2.476,2.321,2.171
2005-11-12,2.675,2.476,2.321,2.171
2005-11-13,2.675,2.476,2.321,2.171
